K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
1.15,7,0.9337226208940829,0.0015581492957243489,2.6036,0.535226157806212,3,0.6272,0.0128,0.1328,0.0025540137883983062
1.15,8,0.9095511110237625,0.0025831114787619267,3.7576,0.8595593289587403,4,0.3976,0.046,0.0796,0.02381873334697682
1.15,9,0.9156515169690581,0.002822181371045794,2.6836,0.8887581448290643,3,0.3668,0.014,0.0796,0.007878663765042346
1.15,10,0.9198678533597434,0.002695377763889924,5.7472,1.0568311880333585,6,0.3116,0.0744,0.0796,0.054127681411779587
1.15,11,0.9225067770504857,0.0033373063840735867,3.8992,0.8927706088352148,4,0.4244,0.062,0.0796,0.03186048378550284
1.15,12,0.9159990494477557,0.0024232551402198197,3.8292,0.816839861906849,4,0.4776,0.0276,0.0796,0.01177739359725695
1.15,13,0.8944841349996819,0.0036076567478127903,5.6392,1.3167472650436758,6,0.2884,0.0976,0.0796,0.09145094266837313
1.15,14,0.926373686381509,0.0015379999040817576,3.756,0.4432425972309069,4,0.762,0.0144,0.314,0.0015190811347215022
1.15,15,0.919917699516223,0.001600871350145886,3.588,0.573982578132821,4,0.6316,0.0136,0.2236,0.0028757906837193667
1.15,16,0.9200292494279165,0.001642978517130374,1.6156,0.48645312209913916,2,0.6156,0.0072,0.0796,0.0013463467639639255
1.15,17,0.9092688534782992,0.003178928801685175,4.0088,1.1001466084118061,4,0.342,0.0596,0.0796,0.04314423023666058
1.15,18,0.8978698435771063,0.0034607685656977316,5.378,1.0306871494299326,6,0.3808,0.104,0.0796,0.06637295486261095
1.15,19,0.9182439579393428,0.0035210667821487405,5.6232,0.9383079238714762,5,0.3548,0.0672,0.0796,0.04068263011617837
1.2,0,0.925559880037843,0.0030957942425842186,6.1032,1.0909398516875255,6,0.3904,0.1016,0.0796,0.06756775311765041
1.2,1,0.9404923484030081,0.0020248871441253683,4.212,0.6727971462484068,4,0.5072,0.026,0.124,0.008620415607006021
1.2,2,0.9246749931524484,0.0013531893411957657,3.5792,0.6070645435207034,4,0.6416,0.0092,0.4204,0.0020016619956318774
1.2,3,0.9213592607115126,0.002693998016221229,4.478,0.8389970202569257,5,0.452,0.0568,0.0796,0.026114957311095543
1.2,4,0.921145274158927,0.0028463017549896557,5.3508,1.003862221622071,6,0.3632,0.0464,0.0796,0.02966163970988204
1.2,5,0.9321008971028796,0.000945541663820509,3.5672,0.5380373221255195,4,0.5892,0.0044,0.7016,0.0009725134415140511
1.2,6,0.9215833104785365,0.0021729427897239674,3.1576,0.7166325697315187,3,0.542,0.0244,0.0908,0.008008512621481384
1.2,7,0.9404755058463983,0.0014790420878235113,2.7172,0.5032138312884494,3,0.7424,0.0096,0.3032,0.001244427805850967
1.2,8,0.9202467927616846,0.002246130749346943,3.1788,0.7443322913860448,3,0.4632,0.03,0.086,0.011986727620038438
1.2,9,0.9256025248508356,0.0020689642026423282,3.0492,0.8229090836781425,3,0.444,0.014,0.0964,0.006405524764888112
1.2,10,0.9299547693799639,0.001565650508544147,4.464,0.5432347558836786,4,0.4896,0.0208,0.0796,0.005767154280850033
1.2,11,0.9305398338876155,0.002387493914551446,4.5816,0.7721019621785713,5,0.4796,0.0436,0.0908,0.017518561546534823
1.2,12,0.9264895891363891,0.001484316456100583,3.5664,0.5491730510503953,4,0.5944,0.0108,0.256,0.0024056417894098244
1.2,13,0.9100490583080154,0.002219289402531317,3.6,0.8854377448471462,4,0.4108,0.0328,0.1036,0.017111757873557103
1.2,14,0.9347608111866702,0.0013999909987314635,2.8136,0.39956856733231655,3,0.8176,0.008,0.4456,0.000583050526332623
1.2,15,0.9288167914486839,0.001471182108821611,2.7352,0.4475276080869202,3,0.738,0.0092,0.4292,0.0010787206637849459
1.2,16,0.9290654692643908,0.0015880168840810298,1.6876,0.46347194089825977,2,0.6876,0.0064,0.174,0.000926647404542979
1.2,17,0.9210290716273077,0.0018525786554942734,3.97,0.9048204241726642,4,0.4156,0.036,0.0796,0.019035974540691232
1.2,18,0.9081232653230014,0.00274969221491888,5.7236,0.9338110301340417,6,0.4332,0.0644,0.0796,0.03408589604635447
1.2,19,0.927871252858104,0.001576135307241317,4.1532,0.6300236186048901,4,0.5796,0.0136,0.42,0.0036021225028182715
1.25,0,0.9328374317571506,0.002640897030717081,4.6556,1.0004941978842254,5,0.372,0.062,0.0796,0.03895524271713056
1.25,1,0.9459672740523966,0.0013711800068097924,4.5004,0.5272569013298924,5,0.5144,0.0168,0.0796,0.00430140423763732
1.25,2,0.9331569283873395,1.6885170993237746e-07,3.0,0.0,3,1.0,0.0,1.0,0.0
1.25,3,0.9299865916581083,0.0019169572983386187,4.0344,0.6873257160909957,4,0.53,0.028,0.0796,0.00904520674680059
1.25,4,0.9294189674965031,0.002088340461203075,4.6232,0.728575157413427,5,0.4744,0.0352,0.0796,0.013479456799263807
1.25,5,0.9399681321899208,2.6334994703386626e-09,3.0,0.0,3,1.0,0.0,1.0,0.0
1.25,6,0.9298980752046304,0.001928905633464559,3.4328,0.5836815570154671,4,0.48,0.0168,0.1452,0.00509904238560153
1.25,7,0.9461892342267761,0.00134616821340393,2.772,0.47583190309183765,3,0.7972,0.008,0.4312,0.0007719897760749073
1.25,8,0.9285245625323216,0.002009538921555895,3.3268,0.701428371253972,4,0.45,0.0256,0.122,0.00987611185304153
1.25,9,0.9335996088217152,0.0011435916751648513,2.5808,0.5573790092925998,3,0.6144,0.0036,0.528,0.0007737314604649613
1.25,10,0.9379499262370953,0.0015096658959504944,4.5788,0.5773998268098113,5,0.6236,0.02,0.168,0.004346666113557554
1.25,11,0.9386537350787741,0.001623987472739582,4.5084,0.5450958080924857,5,0.532,0.0268,0.0796,0.00683680991852403
1.25,12,0.9344381511364523,0.0011575054372461224,3.7528,0.5008913654676032,4,0.7852,0.0072,0.562,0.0007746586577690416
1.25,13,0.9212194024996261,0.0018135217926117863,2.4376,0.6296874145161232,3,0.5128,0.0112,0.2256,0.0034359778403289663
1.25,14,0.9412350666136378,0.001148580763406684,1.896,0.30526054445342266,2,0.896,0.0024,0.6764,7.61930636426709e-05
1.25,15,0.9359238810800132,0.0011583469925687255,2.8608,0.3518854359020845,3,0.8628,0.0048,0.6384,0.00023173772094635853
1.25,16,0.936301159572554,0.001520569910993672,1.744,0.43642181430354743,2,0.744,0.0056,0.3148,0.0006256544247095501
1.25,17,0.9296694369304027,0.0019168736601917536,2.3188,0.600305388947992,2,0.538,0.0144,0.108,0.003993711968934291
1.25,18,0.9197194852822201,0.001850074790713478,5.0652,0.6969569283678869,5,0.5352,0.038,0.0796,0.012309932375550545
1.25,19,0.9368498817045707,6.01258486907234e-08,4.0,0.0,4,1.0,0.0,1.0,0.0
1.3,0,0.9392266284249595,0.0020678772806797447,4.0636,0.760233543064235,4,0.5224,0.0352,0.0796,0.01278068177698279
1.3,1,0.9514336544600935,0.0010903080856886724,3.6796,0.5131703810626642,4,0.7024,0.0076,0.486,0.0011606683937917968
1.3,2,0.9400708426434486,2.1352692456256737e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
1.3,3,0.936960557757118,0.0018102417091966202,4.424,0.6646984278603343,5,0.512,0.024,0.1884,0.007784948311473068
1.3,4,0.9368005349723999,0.0013641067443759404,3.48,0.5727128425310541,4,0.5192,0.0108,0.2432,0.0029738918900007877
1.3,5,0.9460135534843175,1.6732730811438935e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
1.3,6,0.9364943545329399,0.0012661780219649383,3.5224,0.5042799222654022,4,0.5248,0.0088,0.2448,0.002108777847366387
1.3,7,0.9509044484167094,0.0010934836572650637,2.6972,0.4946838990709117,3,0.714,0.0072,0.6036,0.0010186532264464167
1.3,8,0.9351907457312642,0.001942519074280168,2.5816,0.5790867292556444,3,0.6276,0.0116,0.2608,0.0025015622321596003
1.3,9,0.9409619221710105,5.331771405324432e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
1.3,10,0.9440808105186017,0.0013700972475393612,4.6508,0.5810846409947522,5,0.706,0.018,0.3628,0.0030751000909831133
1.3,11,0.944824691777577,0.0015411425314414862,4.574,0.6004365078840559,5,0.632,0.0276,0.0796,0.006098513744237413
1.3,12,0.9413859710010691,1.9035088103394942e-08,3.0,0.0,3,1.0,0.0,1.0,0.0
1.3,13,0.93016857297754,0.0011545701676589652,2.7836,0.4137282199705502,3,0.7844,0.004,0.5624,0.0003567993061024068
1.3,14,0.9472140253899275,1.3660957800583925e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
1.3,15,0.9424401851052231,6.186262921343113e-09,3.0,0.0,3,1.0,0.0,1.0,0.0
1.3,16,0.9422066030274262,0.0013842103435045888,1.8188,0.3851838002824106,2,0.8188,0.0044,0.5136,0.000307099410084465
1.3,17,0.937093034226201,0.0015330537894989095,2.566,0.5389285666950676,3,0.5884,0.0128,0.0796,0.002839334596884628
1.3,18,0.9289074471879718,0.0009536915913893192,4.2316,0.6009670872851525,4,0.5852,0.0064,0.56,0.0015953995952387877
1.3,19,0.9435521232503601,7.028102619562376e-11,3.0,0.0,3,1.0,0.0,1.0,0.0
1.35,0,0.9454645704735107,0.0015368019070973132,4.5324,0.6087283794928572,5,0.5932,0.028,0.0796,0.0069336599814061465
1.35,1,0.9560850142813316,1.0183690481215073e-08,4.0,0.0,4,1.0,0.0,1.0,0.0
1.35,2,0.9457039315509159,3.9110095667225805e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
1.35,3,0.943256422229468,0.0012355168872976241,4.7492,0.4832177149070592,5,0.772,0.0128,0.4976,0.0014102226893584005
1.35,4,0.943002197881128,7.749535119648224e-05,4.0,0.0,4,1.0,0.0,1.0,0.0
1.35,5,0.9510054163767688,1.8861468248565132e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
1.35,6,0.9432706331873957,1.2621192794455362e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
1.35,7,0.9556127292724669,2.813364498706157e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
1.35,8,0.9411717938857502,0.001235495268770973,2.8468,0.36018017713361183,3,0.8468,0.0064,0.6668,0.0003531495152555669
1.35,9,0.9466522956538516,9.59962567540976e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
1.35,10,0.94895361922591,0.0012254241179849034,4.7676,0.5153544799456001,5,0.8112,0.0128,0.6092,0.0012454263477146607
1.35,11,0.9497069000940417,0.0014841800924083948,4.6576,0.5881855489554295,5,0.718,0.0236,0.2012,0.0039144926312765
1.35,12,0.947046802900546,2.052117179350431e-11,3.0,0.0,3,1.0,0.0,1.0,0.0
1.35,13,0.9376512614366156,4.335742163966405e-09,3.0,0.0,3,1.0,0.0,1.0,0.0
1.35,14,0.9521195934326911,5.646298464989503e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
1.35,15,0.9478131944864854,6.453364079261647e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
1.35,16,0.9471954919832395,0.0010932985796762405,1.9004,0.2994659246057888,2,0.9004,0.0024,0.7372,7.158436444457386e-05
1.35,17,0.9430245199599638,0.0014688334716529547,2.6328,0.561038465704447,3,0.674,0.0112,0.2124,0.0020484638288786163
1.35,18,0.9371275846163007,4.0421829402892256e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
1.35,19,0.948916539690112,7.404826434994484e-13,3.0,0.0,3,1.0,0.0,1.0,0.0
1.4,0,0.9502594170027507,0.0015079183153292848,3.6564,0.4971308077357508,4,0.6672,0.0192,0.1272,0.003176546715482723
1.4,1,0.9600646191824901,5.079459547437665e-12,4.0,0.0,4,1.0,0.0,1.0,0.0
1.4,2,0.9504589589376601,3.0979034316133873e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
1.4,3,0.948638801444775,5.966986467350517e-08,4.0,0.0,4,1.0,0.0,1.0,0.0
1.4,4,0.9487557550501169,7.467000302349099e-09,3.0,0.0,3,1.0,0.0,1.0,0.0
1.4,5,0.955238609116792,1.1102518900485511e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
1.4,6,0.9485711671481951,5.7748519537587815e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
1.4,7,0.9594650884623117,3.628646741889953e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
1.4,8,0.9468725083668107,1.958955796572928e-09,3.0,0.0,3,1.0,0.0,1.0,0.0
1.4,9,0.9513873816883037,1.1105846657284315e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
1.4,10,0.9536887858446808,6.616141936110763e-09,4.0,0.0,4,1.0,0.0,1.0,0.0
1.4,11,0.9539036385174506,0.001369479453629238,3.7568,0.47838662188652387,4,0.7792,0.0144,0.3556,0.0015210399376484065
1.4,12,0.9517458850211297,6.19178356769147e-13,3.0,0.0,3,1.0,0.0,1.0,0.0
1.4,13,0.9436358351026294,4.103689435080975e-12,3.0,0.0,3,1.0,0.0,1.0,0.0
1.4,14,0.9562397955216498,3.9863385371810614e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
1.4,15,0.9523267038032506,5.601046057891163e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
1.4,16,0.952170218762733,6.986313252054685e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
1.4,17,0.9479979332803312,0.0013667409955605263,2.6904,0.5522208253950588,3,0.736,0.0096,0.4136,0.0013995486056675348
1.4,18,0.9432639382545475,9.992305634781937e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
1.4,19,0.9534113133566967,1.4325439615897311e-15,3.0,0.0,3,1.0,0.0,1.0,0.0
1.45,0,0.9543596561938026,0.0013668329399155606,3.7156,0.48530056665946725,4,0.7316,0.0156,0.286,0.0020319730148805272
1.45,1,0.9633762775766405,2.4216415085613072e-15,3.0,0.0,3,1.0,0.0,1.0,0.0
1.45,2,0.9545434707908226,1.5957887108469526e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.45,3,0.9533004676094239,1.5395739286234774e-11,3.0,0.0,3,1.0,0.0,1.0,0.0
1.45,4,0.9532302903168269,3.60384896731109e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
1.45,5,0.9588859806659621,1.5372480116112344e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.45,6,0.952966257821088,2.892721012088121e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
1.45,7,0.9627406724283741,8.351587007831805e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
1.45,8,0.9515620634732924,4.296899462226907e-13,3.0,0.0,3,1.0,0.0,1.0,0.0
1.45,9,0.9554305605594993,4.096099419384113e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
1.45,10,0.9576913579691609,1.9260286171488064e-12,3.0,0.0,3,1.0,0.0,1.0,0.0
1.45,11,0.9575014081664572,0.00115782427670922,2.8464,0.39447058191961537,3,0.8592,0.0064,0.5664,0.00035546538632086187
1.45,12,0.9557590968209408,1.2219314540337646e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
1.45,13,0.9485978197808559,3.398680562501558e-14,3.0,0.0,3,1.0,0.0,1.0,0.0
1.45,14,0.9597860215832843,2.7682649179867824e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.45,15,0.9562097613968541,9.338447457683733e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.45,16,0.956219847237512,1.0072332784902677e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
1.45,17,0.9521174842953829,0.001051775436259161,1.8736,0.3322996238336722,2,0.8736,0.0024,0.654,0.0001008064558888552
1.45,18,0.9483166697116397,7.44369558126824e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
1.45,19,0.9572586369538792,2.603230342077753e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.5,0,0.9577853692349035,0.0012089732210742088,3.7984,0.4374442135861441,4,0.8136,0.012,0.5124,0.0009784752984890886
1.5,1,0.9662318515737733,2.4972862258535487e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.5,2,0.9580950384164673,2.1211943305964086e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.5,3,0.9571532112524266,6.880343379748454e-14,3.0,0.0,3,1.0,0.0,1.0,0.0
1.5,4,0.9570333664551501,1.9721385228534001e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
1.5,5,0.9620649243727639,1.5272730892428438e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.5,6,0.956733521612269,3.635298105343632e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.5,7,0.9655901993251,2.1240977707719634e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.5,8,0.9555032228362729,1.7409118345209737e-15,3.0,0.0,3,1.0,0.0,1.0,0.0
1.5,9,0.9589346154996398,2.5729403625038763e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.5,10,0.9610720632928939,7.741200392270105e-15,3.0,0.0,3,1.0,0.0,1.0,0.0
1.5,11,0.9609415319401887,6.0525935760910715e-09,3.0,0.0,3,1.0,0.0,1.0,0.0
1.5,12,0.9592379256508415,1.497278893534856e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.5,13,0.9528291067785915,1.1972075971189561e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
1.5,14,0.9628781528782776,1.8584218172069393e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.5,15,0.959593529248604,1.112884370092863e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.5,16,0.9596797507754196,1.884737574791132e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
1.5,17,0.956301698916158,1.4279203165354447e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
1.5,18,0.9526058157151379,3.6853384644530287e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.5,19,0.9605979120909897,1.6715402234704587e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.55,0,0.9608070120766034,0.00084089996458194,2.9224,0.2877120783005121,3,0.928,0.0032,0.7956,6.628888355570759e-05
1.55,1,0.9687307902307082,2.6094728828356545e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.55,2,0.9612125623258462,1.8992278665613235e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.55,3,0.9604693529743741,2.046788812943176e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.55,4,0.9603294170944129,2.0677360636854476e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
1.55,5,0.9648607388683086,1.7318055762807596e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.55,6,0.9600135093314398,2.973076931900928e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.55,7,0.9680977065949399,2.7517410150648604e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.55,8,0.9589120676044722,1.137640067256873e-16,3.0,0.0,3,1.0,0.0,1.0,0.0
1.55,9,0.9620040698786961,1.0502029104473702e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.55,10,0.9640085038331283,6.960310362468429e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.55,11,0.9641282645644045,9.187252243969535e-14,3.0,0.0,3,1.0,0.0,1.0,0.0
1.55,12,0.9622856607077256,1.4120360965450237e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.55,13,0.9564942866077873,1.8485796801339862e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.55,14,0.9655997206895961,1.5516136359034021e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.55,15,0.9625698611590102,1.0593180059249863e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.55,16,0.9626979675261104,1.5977957017470975e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.55,17,0.9597886722656936,4.910818921728078e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
1.55,18,0.9563106306001251,1.2716779685529959e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.55,19,0.9635263305734907,1.0160815467805718e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.6,0,0.9640553704476235,8.050314031565724e-12,3.0,0.0,3,1.0,0.0,1.0,0.0
1.6,1,0.9709390984557275,2.2866282355070355e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.6,2,0.9639703818079295,1.4546887564889487e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.6,3,0.9633688281098955,2.3789880110868563e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.6,4,0.9632207921922905,1.608252994088117e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.6,5,0.9673379731439742,1.202530933857116e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.6,6,0.9628996024340597,1.3030821533918067e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.6,7,0.9703222685197321,1.8515111858293105e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.6,8,0.9619013528559462,1.3682344593316648e-16,3.0,0.0,3,1.0,0.0,1.0,0.0
1.6,9,0.9647155553592067,1.9356126321488097e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.6,10,0.9665917787446833,6.016261590212716e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.6,11,0.9667851854003761,4.4936978777411544e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
1.6,12,0.9649781137673095,1.4008181544145075e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.6,13,0.9597047872075647,1.140237422389469e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.6,14,0.9680131252835569,1.8054015212024356e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.6,15,0.9652075227003457,2.1515423303876802e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.6,16,0.9653599192191514,1.738624853495936e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.6,17,0.9627798850971183,4.397885311397124e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
1.6,18,0.9595497821812518,1.296634028649673e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.6,19,0.9661156514045535,9.937581424690588e-17,1.0,0.0,1,1.0,0.0,1.0,0.0
1.65,0,0.966665634560904,7.091724052991295e-15,3.0,0.0,3,1.0,0.0,1.0,0.0
1.65,1,0.9729052159247625,1.4717052092377198e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.65,2,0.9664260577484585,1.3887998103633848e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.65,3,0.9659301590328964,1.736496706074422e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.65,4,0.9657799460585156,1.1214901273581282e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.65,5,0.9695468608471032,1.6888532234743553e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.65,6,0.9654598016060149,1.0811999139494911e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.65,7,0.9723086643681749,1.7586437349651376e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.65,8,0.9645474620722685,9.444076773118198e-17,3.0,0.0,3,1.0,0.0,1.0,0.0
1.65,9,0.9671275524293105,1.1115544938519252e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.65,10,0.9688842939200575,5.656648957639278e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.65,11,0.9691092520482883,1.333007572750556e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.65,12,0.9673732168335261,1.5546294086922693e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.65,13,0.9625416968504251,1.0398232918234469e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.65,14,0.9701667365497065,1.3972940780029106e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.65,15,0.9675598561036961,1.8045820636273345e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.65,16,0.9677262725264504,1.2348954358185022e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.65,17,0.9654053643419204,1.1728496082103363e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.65,18,0.9624082669422918,1.1359051976736955e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.65,19,0.9684208331017459,2.345278802542142e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.7,0,0.9689426288210574,1.0254999728292348e-16,3.0,0.0,3,1.0,0.0,1.0,0.0
1.7,1,0.9746664582737012,1.444655714132381e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.7,2,0.9686251444742012,1.3344862283052735e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.7,3,0.9682104863923163,1.0653514102805378e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.7,4,0.9680613015820989,1.439184808935572e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.7,5,0.9715273209663159,1.6224457566000054e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.7,6,0.9677460285710571,1.0750261513790176e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.7,7,0.9740921291579056,2.466694705386708e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.7,8,0.9669069075086987,1.4393560894846982e-16,3.0,0.0,3,1.0,0.0,1.0,0.0
1.7,9,0.9692859164752157,1.5516136359034021e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.7,10,0.9709327096054953,5.05852504324201e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.7,11,0.9711711701978895,1.3889773041094433e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.7,12,0.9695164414025287,1.4562131440305132e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.7,13,0.9650665470126841,1.4169160186078337e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.7,14,0.9720989664042816,1.3642648929939613e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.7,15,0.9696692211119462,1.1119979626482846e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.7,16,0.9698432371111999,1.5287251001135708e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.7,17,0.9677354295465719,1.4737139070004728e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.7,18,0.9649498919584115,2.1391321343824537e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.7,19,0.970485070532132,2.1474135673136131e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,0,0.9709644132558868,1.0112175573993643e-16,3.0,0.0,3,1.0,0.0,1.0,0.0
1.75,1,0.9762524285415711,1.342589724536134e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,2,0.9706043161965583,3.024456188160674e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,3,0.9702535591046766,1.215782925179438e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,4,0.9701072089507877,1.5212891509151518e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,5,0.9733116024340448,2.0334970512777715e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,6,0.9697991291777591,1.642980039456703e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.75,7,0.9757010372593038,1.1837289313431611e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.75,8,0.9690234135489951,1.0476176470395737e-16,3.0,0.0,3,1.0,0.0,1.0,0.0
1.75,9,0.9712273326601124,1.1514249254020267e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,10,0.9727734302877098,4.3229752306352357e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.75,11,0.9730161550437489,2.1159580986387716e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.75,12,0.9714441912643633,1.3354095566024867e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,13,0.9673273770470183,2.784336643809346e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,14,0.9738408650265638,1.2531265855673068e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
