K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,n_switches,Kij_mean_final,Kij_std_final,Kij_min_final,Kij_max_final,Kij_density_weak,Kij_density_strong,Kij_mean_time,Kij_std_time
0.5,15,0.6481215798773311,0.0935847655084791,5.0,2.89882734911895,3,0.1404,0.5816,1454,1.48376727104187,1.0907038450241089,0.0,2.5,0.0872305764411027,0.5566917293233082,1.1333094823360443,0.9812016594409942
0.5,16,0.7249931488472228,0.0715630670347464,6.798,3.109533083921121,4,0.1172,0.6556,1639,1.6804715394973757,1.0815917253494265,0.0,2.5,0.1103383458646616,0.6580827067669173,1.3595564651489258,1.0111517667770389
0.5,17,0.7139060711043046,0.0534783053310563,6.4688,2.3162526977858007,7,0.166,0.6648,1662,1.5544008016586304,1.1106606721878052,0.0,2.5,0.093922305764411,0.5877568922305765,1.3216873395442963,1.046924294233322
0.5,18,0.6902136794934725,0.0659373626130433,5.3128,2.411753751940691,6,0.1496,0.6664,1666,1.5117918252944946,1.1208723783493042,0.0,2.5,0.1138972431077694,0.5815789473684211,1.2534101212024689,1.0342079019546508
0.5,19,0.5275466198437101,0.1400155402577771,2.6472,2.4255993403693035,1,0.2324,0.4244,1061,1.3707340955734253,1.08697509765625,0.0,2.5,0.1528947368421052,0.538859649122807,0.9093632125854492,0.8892492496967316
0.55,0,0.4867033912753195,0.1961749893790809,2.5156,2.3750698179211494,0,0.2544,0.4212,1053,1.3789831399917605,1.029542088508606,0.0,2.5,0.0920676691729323,0.5390852130325815,0.8517181253433228,0.8481081032752991
0.55,1,0.8149187589006875,0.0401338663745458,10.6224,2.7084715689849874,11,0.148,0.698,1745,1.8858908414840696,1.0208112001419067,0.0,2.5,0.0972807017543859,0.7376817042606516,1.6954069495201112,1.004988479614258
0.55,2,0.5051572648626405,0.1280804317412408,2.4584,2.2658043693134675,1,0.2244,0.4456,1114,1.2958664894104004,1.0202372074127195,0.0,2.5,0.1000375939849624,0.5147619047619048,0.8422944617271423,0.8631377005577088
0.55,3,0.7248202155923964,0.0847010458293871,6.9516,3.1759813349577484,8,0.1248,0.664,1660,1.6855239868164062,1.0885978937149048,0.0,2.5,0.0818045112781954,0.6488721804511278,1.3524139165878295,1.002472618818283
0.55,4,0.6424708776730116,0.1094905515274616,4.6076,2.81737861140458,6,0.1268,0.5896,1474,1.5226901769638062,1.1040693521499634,0.0,2.5,0.1085338345864661,0.582531328320802,1.1358853209018709,0.9783120357990264
