peak_K_adaptive_reorganization,peak_adaptive_reorganization_score,R_mean_at_peak,cluster_mean_at_peak,dominant_fraction_at_peak,switching_rate_at_peak,Kij_mean_final_at_peak,Kij_std_final_at_peak,Kij_density_strong_at_peak
0.8,2.45810361553918,0.7182861078950916,6.97864,0.14464,0.64946,1.635503077507019,1.0795096009969711,0.6279035087719298
