topology,K,R_mean_mean,R_mean_std,R_std_mean,R_std_std,cluster_mean_mean,cluster_mean_std,cluster_std_mean,cluster_std_std,dominant_fraction_mean,dominant_fraction_std,switching_rate_mean,switching_rate_std,memory_score_mean,memory_score_std,reorganization_score_mean,reorganization_score_std
small_world,0.95,0.38487432764213214,0.11352569668899114,0.09995104943028998,0.043407048000410356,2.083675,1.265761361010169,1.460676170886136,0.5901421651249236,0.382225,0.18609607556879126,0.126525,0.05149207271640538,0.168375,0.09613763092019362,0.14174339264280056,0.09612529635043403
small_world,1.0,0.4293894837175367,0.13483687770224068,0.10072089756000364,0.046271045576222664,2.588225,1.427838184431644,1.5489866848833658,0.5088902400053219,0.35095,0.17799304392085252,0.123525,0.05159443946987434,0.135125,0.061748401854452455,0.14523165178296782,0.09324329598615856
small_world,1.05,0.4751218191670075,0.13723099648700787,0.09217016169237137,0.05073943468719256,2.926075,1.3736179013160064,1.4962043358487578,0.4769948117199659,0.34500000000000003,0.14670638417565454,0.119675,0.050692643242854954,0.157325,0.11877724341232868,0.13917583890259005,0.09026459174830137
small_world,1.1,0.512774979924013,0.15592920465304808,0.07964607289987041,0.04969033770890301,3.011625,1.4118075748094971,1.4340209915193332,0.4468993273915975,0.36829999999999996,0.1654553048250096,0.10112499999999999,0.04636266504986869,0.17370000000000002,0.1721059496203918,0.10463167699801183,0.06496153925332868
small_world,1.15,0.5693473293400485,0.13427479692035676,0.07406509909609268,0.051573944849881585,3.430225,1.1405114673850685,1.5301050599808992,0.4893409831716731,0.342725,0.16723734119350767,0.094175,0.051133281725310765,0.19855,0.21796178443407047,0.11093704908393769,0.07360393179766594
small_world,1.2,0.6026538553130665,0.1274194000230248,0.06937608340569527,0.04993923793439112,3.5250250000000003,0.887349060181653,1.5959331957726852,0.5495951113806021,0.379275,0.207134807044769,0.0854,0.05461193237649385,0.24184999999999998,0.24767763960013578,0.10615045130596638,0.07549242053944673
spatial_lattice,0.4,0.07893203042634064,0.014406606348493795,0.039334421252606964,0.008942078768119682,0.0374,0.01470016111619547,0.18824228931957715,0.03643004127198515,0.96305,0.014264327976865197,0.0231,0.007585651274818656,0.67465,0.17298996776509443,0.00020180989690978825,0.00019148067219436915
spatial_lattice,0.45,0.08332196126256741,0.01974912938636752,0.03869239795709089,0.010538103323645598,0.039025,0.022400349503852317,0.19115647120231744,0.05010059372983194,0.9619,0.02114523711457452,0.023875,0.010600242052847065,0.6952499999999999,0.1702161551489288,0.0002675988388638598,0.0003871465184378819
spatial_lattice,0.5,0.08320202540170725,0.01911323155903972,0.0373885266019147,0.00855922968687705,0.043675,0.014505239525227101,0.20576040474915422,0.03212259964350785,0.9571999999999999,0.014515327651903198,0.02535,0.0066828531568327515,0.637925,0.15559370801444453,0.00025844640940662846,0.0001834299134979928
spatial_lattice,0.55,0.10025511055316698,0.02064806831985888,0.045937815212440454,0.00990738997331725,0.048925,0.018259298280169763,0.21663290249584422,0.042112606641392804,0.9522499999999999,0.01758924611651588,0.027500000000000004,0.007612316889164075,0.639775,0.14440180373199163,0.0003355034574115912,0.0002490321717149847
spatial_lattice,0.6,0.10412366736939563,0.0295977359960458,0.045431412484257604,0.014524504870160913,0.06115,0.025098804752417995,0.24228442782723092,0.047688474083933875,0.9408749999999999,0.02364032849981035,0.030625000000000003,0.010731011381186673,0.514725,0.14786351058715563,0.0005640192591892595,0.0005825641395627553
spatial_lattice,0.65,0.11434079000052137,0.02595820923384464,0.050324448148855304,0.012938964146721955,0.068075,0.025865174208616986,0.25601136745056646,0.05143639133706831,0.93455,0.02300223101307668,0.033475,0.01192683286146256,0.4955,0.1447148739309201,0.000703019256988235,0.00066424722692704
spatial_lattice,0.7,0.11864565379356354,0.023401827728704628,0.05206826834112198,0.013026494959671052,0.078225,0.030631285606300247,0.2723362284372163,0.05522648278338528,0.924625,0.028629151043537512,0.033424999999999996,0.01075354898577552,0.48819999999999997,0.1667141739309339,0.0008479889488980565,0.0007095001614921462
spatial_lattice,0.75,0.12719334569740978,0.02018117512594304,0.05817407450593352,0.015856399337139584,0.093625,0.04331065111493938,0.3046423186793963,0.07048997815771334,0.9132,0.03685797778386369,0.035075,0.011636235374218354,0.47982500000000006,0.13652301473609343,0.001204705096709165,0.0012354947478888574
spatial_lattice,0.8,0.14728047354415297,0.04239203631719593,0.06235345280024105,0.025240134172932294,0.13792500000000002,0.14376655739884636,0.3515185415775905,0.17259940668057985,0.8826750000000001,0.08711641862896363,0.039675,0.023698364922500454,0.431925,0.1637155970288913,0.003990044518114071,0.010377084635698367
spatial_lattice,0.85,0.16280087267269644,0.04373285710030244,0.06832752085350167,0.02793795699931347,0.193225,0.1616346981866664,0.43659134656587784,0.2210206196710676,0.84705,0.08799624692953789,0.0486,0.022621950216083212,0.34645000000000004,0.12620804670317806,0.005879142706290903,0.009379605570628061
spatial_lattice,0.9,0.18452671510721744,0.047806811829876915,0.07024080800087694,0.026578668291478997,0.24252500000000002,0.1989114107890879,0.49256076041884417,0.2704831151372046,0.8138249999999999,0.10567132198223735,0.052375000000000005,0.031151529066129235,0.338225,0.1753231208669476,0.009480115781320131,0.014706871576005691
spatial_lattice,0.95,0.20211660467261922,0.05393745708555481,0.08200615391298778,0.028304763856075287,0.3539,0.284421231349042,0.6141374589950452,0.32515471047861283,0.751525,0.12199455067640048,0.06365,0.03625679609615134,0.30845,0.15217518471191438,0.01790509928834435,0.028882657417477708
spatial_lattice,1.0,0.21115130661521544,0.0719939017774537,0.09071999654247087,0.035677023361648595,0.4791,0.5102006468047644,0.7131450713275338,0.4624281818962146,0.7243,0.17288780968258605,0.066575,0.04601352061022247,0.349175,0.1858376679142027,0.0313884617931733,0.05709498508321903
spatial_lattice,1.05,0.21523056036282648,0.0706598346738924,0.08912919356692886,0.0325673059926218,0.50625,0.4413095196177657,0.7259713757298044,0.371993366693795,0.6885749999999999,0.1805765820190542,0.069625,0.04184396925672677,0.315525,0.15267410036103907,0.02988834655788558,0.04173137600510813
spatial_lattice,1.1,0.22343746019596966,0.07876779082328787,0.09175136935980084,0.028917232259200027,0.6091,0.6493215203904036,0.8035583183226513,0.4818317068661526,0.6652250000000001,0.190720067321054,0.06720000000000001,0.04377496280319439,0.3054,0.14279315183343463,0.0375142550212548,0.06332558873241234
spatial_lattice,1.15,0.23753004966478075,0.07772726836420811,0.09621071138915818,0.035045273834364205,0.7869,0.6465058838825343,1.00238320956374,0.5555887594868171,0.61505,0.16764152701209614,0.0712,0.03688260180341774,0.256,0.1213210182684114,0.04459360373769392,0.05438004436752999
spatial_lattice,1.2,0.24650230445102617,0.08836830050555217,0.08667113456245769,0.042326910711510755,0.838175,0.7158013042994836,1.0059720678138069,0.618874135897228,0.5884750000000001,0.18885349898518528,0.07339999999999999,0.03737597032713314,0.24442500000000003,0.14236750765832104,0.050696342089684834,0.06622216658240682
