control_type,K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
omega_shuffled,0.65,9,0.4538181859868411,0.04799778425452912,5.0055,1.3425608924737826,5,0.2855,0.5015,0.0995,0.4810687694320273
omega_shuffled,0.65,10,0.6385944499707308,0.004952085994609914,4.098,1.3001522987711862,4,0.2825,0.1975,0.0995,0.1842397076206037
omega_shuffled,0.65,11,0.6761985058425122,0.00466215128154684,4.067,1.0575968040798913,4,0.38,0.1865,0.0995,0.12228991911146785
omega_shuffled,0.65,12,0.6016703026998944,0.008711101249776325,4.5255,1.4877330909810402,5,0.288,0.2675,0.0995,0.2833536455675149
omega_shuffled,0.65,13,0.49276859554341634,0.014674360593820714,5.475,1.2682172526818898,5,0.293,0.528,0.0995,0.47342042845376836
omega_shuffled,0.65,14,0.604930724116683,0.00713135609699604,4.1675,1.3086037406335043,3,0.2875,0.1975,0.0995,0.1841450835596511
omega_shuffled,0.65,15,0.4250762252481477,0.09567532597516891,3.7695,2.093411032262895,5,0.216,0.4225,0.0995,0.6934214719679958
omega_shuffled,0.65,16,0.5442009923394084,0.014735425183315031,5.823,1.297178091088498,6,0.284,0.4415,0.0995,0.410056156015129
omega_shuffled,0.65,17,0.6160157371954861,0.007522738324341645,5.6445,1.3986135098732602,6,0.2605,0.3795,0.0995,0.3925072460984839
omega_shuffled,0.65,18,0.5220663978675739,0.013013080465640713,5.6695,1.455084104098454,6,0.27,0.5375,0.0995,0.5709386264078422
omega_shuffled,0.65,19,0.41641784311874747,0.14166954448551472,3.7985,1.9041790225711448,4,0.2415,0.359,0.0995,0.5185108055589763
omega_shuffled,0.7,0,0.7218110889163379,0.00291256745824384,2.91,0.9720596689504198,3,0.4045,0.089,0.0995,0.051518677003399294
omega_shuffled,0.7,1,0.802234842169318,0.0007523969164184161,1.407,0.5543924602661908,1,0.626,0.017,0.0995,0.0035248274697152215
omega_shuffled,0.7,2,0.6625969239538138,0.0023674722012709155,2.6225,0.8809050743411574,2,0.4045,0.0745,0.0995,0.039081133921455825
omega_shuffled,0.7,3,0.722298378671124,0.0032547291186370334,2.515,1.0638491434409298,3,0.3785,0.056,0.0995,0.037026206249500364
omega_shuffled,0.7,4,0.7061627775164352,0.0032009132376683257,3.0015,1.0712132140708497,3,0.394,0.108,0.0995,0.07010876308366418
omega_shuffled,0.7,5,0.7428697440501235,0.0006278909941723206,1.5775,0.49899273541806194,2,0.5725,0.0255,0.0995,0.005439644770295541
omega_shuffled,0.7,6,0.6369435578871828,0.004814353896708339,3.6145,1.1188787914693887,4,0.3635,0.155,0.0995,0.11038578508155758
omega_shuffled,0.7,7,0.7757939355119945,0.0010396838535012734,1.428,0.49478884385159694,1,0.572,0.012,0.0995,0.002541235713791427
omega_shuffled,0.7,8,0.6353074130503575,0.00323222335909962,3.4555,1.0237283575245926,4,0.3845,0.1495,0.0995,0.0942006688365346
omega_shuffled,0.7,9,0.7003208477203994,0.0022937466707513166,2.114,0.8209774661950229,2,0.4545,0.0645,0.0995,0.02888588735154854
omega_shuffled,0.7,10,0.7468921728577429,0.001758910380224996,1.601,0.6424943579518811,1,0.4855,0.035,0.0995,0.011569717481381846
omega_shuffled,0.7,11,0.762490188883779,0.001781992112996704,1.9355,0.8691028420158341,2,0.398,0.0415,0.0995,0.021712796825281495
omega_shuffled,0.7,12,0.7207014569232454,0.0015323536917168307,1.9015,0.7725268603744467,2,0.4175,0.036,0.0995,0.016199888712049044
omega_shuffled,0.7,13,0.6712691521381969,0.003001983761596403,3.5965,1.0980381368604644,4,0.3315,0.1655,0.0995,0.12148337157233548
omega_shuffled,0.7,14,0.7430662381103,0.0010376021940813513,1.4535,0.49783305434653496,1,0.5465,0.0125,0.0995,0.0028220913525942104
omega_shuffled,0.7,15,0.6582136431271626,0.0024019693400265025,2.052,0.816269563318393,2,0.451,0.0325,0.0995,0.014564290131640414
omega_shuffled,0.7,16,0.7138080438765028,0.0017311284581634162,1.4305,0.49514619053366454,1,0.5695,0.0135,0.0995,0.00287766608599446
omega_shuffled,0.7,17,0.7196798815189855,0.0023061801193600003,2.1625,0.8521113483577132,2,0.453,0.063,0.0995,0.029364609641860058
omega_shuffled,0.7,18,0.6719759819753488,0.002781707680552212,3.9725,0.9358118133471067,4,0.4105,0.15,0.0995,0.08274916014687897
omega_shuffled,0.7,19,0.7143165802713946,0.0014011686257860004,2.9695,0.7082158922249626,3,0.5275,0.089,0.0995,0.02978224914242225
omega_shuffled,0.75,0,0.7898199009905539,0.0011490224317035115,1.4255,0.4944185979511694,1,0.5745,0.0145,0.0995,0.0030504393550843407
omega_shuffled,0.75,1,0.8405872869907324,1.6775991342224254e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.75,2,0.7604896679398171,4.153455073955032e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.75,3,0.784534466809639,0.0002551835539829108,1.0655,0.2474060427717965,1,0.9345,0.004,0.698,6.482039941130648e-05
omega_shuffled,0.75,4,0.776917803792259,0.0001237046576450081,1.044,0.2050950998927083,1,0.956,0.003,0.8105,2.7072562210021916e-05
omega_shuffled,0.75,5,0.8020904775700358,3.9845158462237715e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.75,6,0.7544217107774125,0.00040289821033299685,1.0895,0.28546409581591864,1,0.9105,0.004,0.7015,0.00010219617185113549
omega_shuffled,0.75,7,0.8247119193975592,2.9691457957747724e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.75,8,0.7467828343363306,0.0006530161305948796,1.58,0.5767148342118487,2,0.491,0.0215,0.0995,0.006311279081745216
omega_shuffled,0.75,9,0.7773746528499151,6.013613755776829e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.75,10,0.8035737619396908,0.00011982013887948025,1.017,0.12927103310486845,1,0.983,0.001,0.946,2.1976097603903282e-06
omega_shuffled,0.75,11,0.8126753870892671,0.0004591692907277858,2.089,0.7975456099810216,3,0.3665,0.0335,0.0995,0.016925712826664878
omega_shuffled,0.75,12,0.7853723228101605,4.2184501769835176e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.75,13,0.7512173410923537,0.0002554787816861059,1.0565,0.23088471149038864,1,0.9435,0.0035,0.744,4.565746474221054e-05
omega_shuffled,0.75,14,0.8037706250806769,1.6212340245934177e-05,1.974,0.15913516267626088,2,0.974,0.0015,0.917,6.2062754818884085e-06
omega_shuffled,0.75,15,0.7638036336720863,7.38272725616905e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.75,16,0.783715338714086,0.00022038235622204384,1.2235,0.4165906263947858,1,0.7765,0.009,0.326,0.0008379721381011166
omega_shuffled,0.75,17,0.7818087154076164,0.000699825961445132,1.392,0.4881966816765555,1,0.608,0.0135,0.0995,0.002583537030805431
omega_shuffled,0.75,18,0.7505948725917793,0.00019342868680526204,1.0045,0.06693093455196934,1,0.9955,0.001,0.925,3.0118950667306405e-07
omega_shuffled,0.75,19,0.7888527622972429,1.9384536188367628e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,0,0.8300877735941306,5.4815024761131096e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,1,0.8673015711154958,3.255604240480208e-07,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.8,2,0.811410163594395,7.290284158374665e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,3,0.8246485231877086,4.857805287381507e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,4,0.820123259503031,2.5360707730848116e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,5,0.8392519488233029,2.99373122061998e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,6,0.8079044284582573,6.293293522012349e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,7,0.8565738497241004,5.020705854612964e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,8,0.8019299399577574,1.1636719936305148e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,9,0.8218747772476254,1.0471088095865976e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,10,0.8398369331090634,2.6218315675267307e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,11,0.8460092021900544,1.4029391053441325e-05,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.8,12,0.8262823904689335,6.714250760180119e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,13,0.8000597508702949,3.594076611153306e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,14,0.8412040141771979,2.0261184851763893e-07,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.8,15,0.8154461531575827,9.513827479990043e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,16,0.8260670346650552,4.484867432856015e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,17,0.8222382784939289,1.839032278889442e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,18,0.7999116287841593,2.5986614328490583e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.8,19,0.8306556193251693,2.787481320572196e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,0,0.8578263715058517,1.6852704977339075e-06,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.85,1,0.8871004388671008,7.737993906625051e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.85,2,0.8446692244254908,2.493409108975437e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,3,0.8529649254090045,1.260406647744545e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,4,0.8498874161958128,7.192411515283784e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,5,0.8653574126752221,3.0873244653764246e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,6,0.8419212986509201,1.3220014793754613e-07,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.85,7,0.8792822205933613,8.972433987255404e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.85,8,0.8373000350935138,2.1993292870303241e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,9,0.8520055707095783,3.01298629995731e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,10,0.8654625097372765,7.021552069910227e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,11,0.8700077544336037,4.7007659229806963e-07,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.85,12,0.8549246354676787,2.019356405360343e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,13,0.8336287199168653,5.402406926176974e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,14,0.8672415973023251,2.8705315213066267e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.85,15,0.8484822774663416,3.478675930356312e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,16,0.8552401680671268,7.314780485458256e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.85,17,0.8509695420967847,5.369078694375669e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,18,0.8336667793874294,4.548255675422293e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.85,19,0.8589279939582846,9.882558108580122e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,0,0.8783608129675013,5.5027448859692044e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.9,1,0.9023850963908685,3.0468731283827585e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.9,2,0.8685533911788761,1.5096483241778041e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,3,0.8741655548407927,3.77760351891415e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,4,0.8719001380478185,1.308617785968897e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,5,0.884845448382172,2.890665038809318e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,6,0.8661930791592458,4.828894682881137e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.9,7,0.8963802958327066,2.5142937074369887e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.9,8,0.8624899975566002,5.368762338935777e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.9,9,0.8740729090251061,1.768833602580908e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,10,0.8846823544760112,2.3229357101494574e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,11,0.8881983157282747,1.500631688219096e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.9,12,0.8762160707929088,1.5966085366200937e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,13,0.8584233116550767,1.0030914696409102e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,14,0.8865697804418646,1.710488223900277e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.9,15,0.8719688606893987,2.4354517929424504e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.9,16,0.876725735183958,1.0293671858651409e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.9,17,0.872506563287531,1.5320223412597527e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,18,0.8584885604451131,1.1062614098357423e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.9,19,0.8797010544716664,7.073393204029534e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,0,0.8942603749830966,1.8679495695956016e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.95,1,0.9145300007184387,2.478986534837332e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.95,2,0.8866529007464685,1.2791468376713764e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,3,0.8906574927837463,1.5367845643461033e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,4,0.8889018139144986,9.077767347633422e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,5,0.8999745519661976,2.927679254543389e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,6,0.8845644954736589,4.4368276767946137e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.95,7,0.9097375616391182,1.3237277029717301e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.95,8,0.881503038767004,2.081239590921667e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.95,9,0.8910060801693742,1.655705929454322e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,10,0.8996630767861737,1.1449124426841916e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,11,0.9024773654320436,4.6291224979242787e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.95,12,0.8926803062184324,1.772412021682122e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,13,0.8775276355284024,1.0285373209475417e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,14,0.9015256637348577,1.7870465389708082e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.95,15,0.8896747342400729,2.2407140673060113e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.95,16,0.89324579015882,3.6094748068457754e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,0.95,17,0.8892571215493542,4.0665485092186966e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,18,0.8775712971816872,1.419120347007065e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.95,19,0.8956997007776808,6.724419236437596e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,0,0.9069522144313003,6.838692956707133e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.0,1,0.9243933646737332,2.9523344853062964e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.0,2,0.9008686916670372,1.3083243864927028e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,3,0.9038435865218366,1.0882992517850891e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,4,0.9024330793710424,1.2843142481064053e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,5,0.9120538988701243,3.2763949896570528e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,6,0.8989987819905314,5.393568557278039e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.0,7,0.9204560834925173,1.1791894413063154e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.0,8,0.8964054983801694,1.4415178549838707e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.0,9,0.9044201620402359,1.9141466145917508e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,10,0.9116638007016941,9.172671808015742e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,11,0.9139748150271189,1.3822305866708272e-11,3.0,0.0,3,1.0,0.0,1.0,0.0
omega_shuffled,1.0,12,0.9057815519887574,2.2169053952709577e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,13,0.8926848368534345,1.2007282474604373e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,14,0.9134438001356032,2.1199957321913206e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.0,15,0.9035429529921882,2.3821683408754796e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.0,16,0.9063448925091027,4.872914924773189e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.0,17,0.9026415794130352,9.588047386202222e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,18,0.8927001869254123,1.712011152125346e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.0,19,0.9084145710353059,7.394891527625863e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,0,0.9173132609638607,3.179168049488295e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.05,1,0.9325440737650399,3.9831182973999814e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,2,0.9123287540555522,1.5118858955168192e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,3,0.9146101194257112,1.1860124130624863e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,4,0.9134462783064918,1.6972161495184532e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,5,0.9219072571414546,3.992542792169866e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,6,0.9106435234702053,7.368649451193239e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.05,7,0.9292360043626995,1.3857054872913365e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.05,8,0.9084055022712032,1.4456424904022653e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.05,9,0.9153005065186723,2.4880685405361566e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,10,0.9214796053100005,1.0154273066271712e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,11,0.9234159836205729,4.671139196113403e-13,3.0,0.0,3,1.0,0.0,1.0,0.0
omega_shuffled,1.05,12,0.9164386225550611,3.000089822267458e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,13,0.9049806427743996,1.4352080820061138e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,14,0.9231546278663643,2.744356682492363e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.05,15,0.9147061866483795,2.7990542758626673e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.05,16,0.9169763786733566,6.809308577901067e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.05,17,0.9135626602914194,7.554428192376289e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,18,0.904972771087832,2.1065937705044527e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.05,19,0.9187553506894164,8.975113743627561e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,0,0.925920262661334,2.5722085538442994e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.1,1,0.9393761614105203,5.711466099398104e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,2,0.9217543333916126,1.909420494267532e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,3,0.9235495360255228,1.566317581267105e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,4,0.9225691832836329,2.3433457070674056e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,5,0.9300833563583397,5.227419101274858e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,6,0.9202281861951215,1.1053141756699806e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.1,7,0.936546995050721,1.8724912064201433e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.1,8,0.9182685742985985,1.7286008096553674e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.1,9,0.9242901281021331,3.509204385391459e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,10,0.9296424139337657,1.3201957441325913e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,11,0.9312917519824727,6.052570199280411e-14,3.0,0.0,3,1.0,0.0,1.0,0.0
omega_shuffled,1.1,12,0.9252610980548001,4.331316130665985e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,13,0.9151338552874868,1.8184253732516733e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,14,0.9312069869365576,3.797315816056211e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.1,15,0.9238802736296604,3.554335320599807e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.1,16,0.9257650018113974,1.0011830703033608e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.1,17,0.9226250429575575,1.1908002258406723e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,18,0.9151094767432496,2.7577469744430683e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.1,19,0.9273176948404749,1.1745174467148177e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,0,0.9331715502708714,3.2849370145324606e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.15,1,0.9451719593070272,8.57067331253214e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,2,0.9296318942463123,2.5848956134011842e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,3,0.9310748908932394,2.258543551749757e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,4,0.9302353579078501,3.418248017750032e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,5,0.9369635580717368,7.28095822164377e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,6,0.9282439403887283,1.7944532782506088e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.15,7,0.9427174602365868,2.770855114196712e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.15,8,0.926508210625465,2.2732736580771147e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.15,9,0.9318294811030786,5.282198800581221e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,10,0.9365235998553786,1.8699503904448746e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,11,0.9379477951047973,1.0453803934400652e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.15,12,0.9326708501606156,6.612827642067967e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,13,0.9236413422458329,2.4390095672257677e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,14,0.9379802725426806,5.5500480962479794e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.15,15,0.9315443988166056,4.807937046225932e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.15,16,0.9331393139267137,1.545363791592583e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.15,17,0.9302502995147157,1.7479657130182115e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,18,0.9236060578480089,3.840831468422594e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.15,19,0.9345113429776525,1.633484288519638e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,0,0.9393525878804073,4.920596871403639e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.2,1,0.9501393278406864,1.3439890563845583e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,2,0.9363030962598841,3.704969102223095e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,3,0.9374837760235841,3.4400731144335917e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,4,0.9367550653588176,5.243206753910165e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,5,0.942821852398352,1.0801905204561762e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,6,0.9350358121025896,3.121671235525532e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.2,7,0.9479846588378257,4.726864980642112e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.2,8,0.9334838754742426,3.2038697473917767e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.2,9,0.9382316280098253,8.405606593549982e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,10,0.9423911487510611,2.8153163213923675e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
