peak_K_memory_supported_lifetime,peak_memory_supported_lifetime,switching_rate_at_peak,dominant_fraction_at_peak,cluster_mean_at_peak,single_cluster_lifetime_mean_at_peak,multi_cluster_lifetime_mean_at_peak
0.4,0.63595,0.0268,0.96072,0.0399,2.9045806920792123,1.6908333333333332
