omega_std,N,peak_K_critical_slowing,peak_critical_slowing_score,R_mean_at_peak,R_var_at_peak,R_ac1_at_peak,recovery_proxy_at_peak,dR_dK_at_peak
0.4,400,0.45,0.9409331519928781,0.21227056346405648,0.0031997058366525916,0.9999735164871701,0.00707686413387572,2.2406385770292534
