omega_std,N,R_hysteresis_area,cluster_hysteresis_area,max_R_gap,K_at_max_R_gap,max_cluster_gap,K_at_max_cluster_gap
0.4,400,0.004130711802476856,0.03972249999999997,0.03361622619250071,0.475,0.6314000000000002,0.675
