seed,branch,K,R_mean,R_std,cluster_mean,cluster_std,cluster_final
2,down,0.6,0.3624367961268686,0.06150293515440633,0.364,0.5928777276977101,2
2,down,0.575,0.22733610732230897,0.02109233252943326,0.01,0.11789826122551596,0
2,down,0.55,0.3148151715573422,0.03910789650999079,0.114,0.317811264746862,0
2,down,0.525,0.09876683710813017,0.03647701338057255,0.022,0.14668333238647124,0
2,down,0.5,0.13703531768529773,0.012817969133327197,0.0,0.0,0
2,down,0.475,0.09288380206011634,0.026738426081734337,0.0,0.0,0
2,down,0.45,0.06810736573855504,0.02736639789399733,0.0,0.0,0
2,down,0.425,0.06037825647902254,0.03335064558876605,0.0,0.0,0
2,down,0.4,0.09111330955407074,0.04631948207059751,0.0,0.0,0
3,up,0.4,0.0824316130881245,0.028273536650297304,0.0,0.0,0
3,up,0.425,0.07490334060177936,0.03502695974686968,0.0,0.0,0
3,up,0.45,0.09915134920319883,0.018421808409130314,0.0,0.0,0
3,up,0.475,0.19516921857483865,0.015833171438259356,0.002,0.044676615807377355,0
3,up,0.5,0.18538374199473914,0.06790131191453794,0.01,0.09949874371066199,0
3,up,0.525,0.3083280944115584,0.03924070140710619,0.048,0.2137662274541982,0
3,up,0.55,0.2257951009151188,0.07350949634451166,0.032,0.176,0
3,up,0.575,0.5524230733687394,0.04603294274073919,2.286,1.1799169462296912,0
3,up,0.6,0.3336912092663864,0.08555081424725024,0.71,0.7911384202527394,0
3,up,0.625,0.586212014559103,0.03161472439880786,2.658,0.9924897984362357,1
3,up,0.65,0.600273969871263,0.00508357643753598,2.712,0.8837737266970546,5
3,up,0.675,0.6707828876321109,0.005902013472032283,1.67,0.6333245613427605,2
3,up,0.7,0.7213387344393036,0.0021352915076993865,1.158,0.3647410040014694,1
3,up,0.725,0.7568610025230288,0.0013540312834778433,1.042,0.20058913230780978,1
3,up,0.75,0.7843672833361893,0.0005609075941259559,1.0,0.0,1
3,up,0.775,0.8064343061859701,0.00015431810105064886,1.0,0.0,1
