epsilon_star,reorganization_score_peak,window_threshold_75pct,epsilon_window_min,epsilon_window_max,n_points_in_window,orig_epsilon_star,orig_peak_score,shuffle_peak_mean,shuffle_peak_std,shuffle_epsilon_star_mean,shuffle_epsilon_star_std,p_peak_ge_original,p_epsilon_star_within_0p02,n_shuffles,eps_min,eps_max,orig_epsilon_star,orig_peak_score,bootstrap_epsilon_star_mean,bootstrap_epsilon_star_median,bootstrap_epsilon_star_std,bootstrap_epsilon_star_q05,bootstrap_epsilon_star_q95,bootstrap_peak_mean,bootstrap_peak_std,bootstrap_peak_q05,bootstrap_peak_q95,p_epsilon_star_within_0p02,p_epsilon_star_within_0p04,n_bootstrap
0.18,0.7863110669732499,0.5897333002299374,0.16,0.18,2,0.18,0.7656098373095557,0.4541677715254276,0.0701927672224721,0.5082,0.4216153210663909,0.0,0.012,500,0.02,0.9,0.18,0.7484545086316226,0.181,0.18,0.0459480407078449,0.18,0.18,0.752876024511165,0.1031986655206752,0.5853816804886247,0.9215203713308694,0.986,0.986,500
