epsilon,N,R,T,DISCARD,mean_spatial_var,sync_score,mean_clusters,median_clusters,std_clusters,min_clusters,max_clusters,total_switches,mean_switches_per_step,mean_switch_fraction,n_dwell_segments,mean_sync_dwell,max_sync_dwell,mean_nonsync_dwell,max_nonsync_dwell,mean_cluster_count,median_cluster_count,std_cluster_count,min_cluster_count,max_cluster_count,mean_dwell,median_dwell,std_dwell,max_dwell,switching_count,switching_rate,dominant_cluster_state,dominant_fraction,n_segments,n_steps,cluster_threshold,state_tol,d_sync_score_dEps,abs_d_sync_score_dEps,d_mean_spatial_var_dEps,abs_d_mean_spatial_var_dEps,d_mean_clusters_dEps,abs_d_mean_clusters_dEps,d_mean_switch_fraction_dEps,abs_d_mean_switch_fraction_dEps,d_mean_dwell_dEps,abs_d_mean_dwell_dEps,d_max_dwell_dEps,abs_d_max_dwell_dEps,d_switching_rate_dEps,abs_d_switching_rate_dEps,d_dominant_fraction_dEps,abs_d_dominant_fraction_dEps,d_mean_cluster_count_dEps,abs_d_mean_cluster_count_dEps,abs_d_sync_score_dEps_norm,abs_d_mean_spatial_var_dEps_norm,abs_d_mean_clusters_dEps_norm,abs_d_mean_switch_fraction_dEps_norm,abs_d_mean_dwell_dEps_norm,abs_d_switching_rate_dEps_norm,abs_d_dominant_fraction_dEps_norm,abs_d_mean_cluster_count_dEps_norm,reorganization_score
0.6,200,3.8,5000,1000,0.0393477631572764,0.96214186959161,15.48925,16.0,2.598438846211317,7,24,789906,197.5258814703676,0.987629407351838,1,0,0,4000.0,4000,15.48925,16.0,2.598438846211317,7,24,1.119507416736636,1.0,0.391617431942511,6,3572,0.893,16,0.154,3573,4000,0.01,1,0.0036095645930629416,0.0036095645930629416,-0.003894778027417445,0.003894778027417445,-29.1875,29.1875,0.022536884221054265,0.022536884221054265,0.927164930111811,0.927164930111811,124.99999999999989,124.99999999999989,-0.6937500000000014,0.6937500000000014,1.0374999999999992,1.0374999999999992,-29.1875,29.1875,0.012539097665053695,0.01216576314583806,0.08251033000426211,0.006875631951466379,0.1498801973884517,0.16802610114192512,0.30483271375464865,0.08251033000426211,0.10241752063198849
0.62,200,3.8,5000,1000,0.0386790672595615,0.9627612912604352,13.6035,13.0,2.251174748881126,7,24,790093,197.5726431607902,0.987863215803951,1,0,0,4000.0,4000,13.6035,13.0,2.251174748881126,7,24,1.1747430249632893,1.0,0.5034471188829612,10,3404,0.851,13,0.201,3405,4000,0.01,1,0.002493024549551137,0.002493024549551137,-0.002692795150877614,0.002692795150877614,-18.193749999999966,18.193749999999966,-0.034008502125530526,0.034008502125530526,0.5755822194018698,0.5755822194018698,-25.0,25.0,-0.4499999999999993,0.4499999999999993,0.11250000000000027,0.11250000000000027,-18.193749999999966,18.193749999999966,0.008411853550846362,0.008170332745008831,0.049917545257462975,0.010409745293466525,0.08891564708599305,0.10440456769983648,0.029739776951675477,0.049917545257462975,0.043735876730219087
0.64,200,3.8,5000,1000,0.0392400513512413,0.962241590573592,14.7615,15.0,2.521729119076829,7,24,788818,197.2538134533633,0.9862690672668168,1,0,0,4000.0,4000,14.7615,15.0,2.521729119076829,7,24,1.1425307055127107,1.0,0.4090790465992015,5,3500,0.875,14,0.1585,3501,4000,0.01,1,-0.016711989756679202,0.016711989756679202,0.018042327852329842,0.018042327852329842,35.82499999999999,35.82499999999999,-0.0036259064766142046,0.0036259064766142046,-1.302339306372435,1.302339306372435,-24.99999999999997,24.99999999999997,0.9875000000000007,0.9875000000000007,-1.056249999999999,1.056249999999999,35.82499999999999,35.82499999999999,0.06097167064138113,0.059192681557872606,0.1021882932794756,0.0010496412923096774,0.21493554976214743,0.2446982055464926,0.3104089219330872,0.1021882932794756,0.13695415716153023
0.66,200,3.8,5000,1000,0.0394007603736547,0.962092811670168,15.0365,15.0,2.553951399302657,8,25,789977,197.54363590897725,0.9877181795448864,1,0,0,4000.0,4000,15.0365,15.0,2.553951399302657,8,25,1.122649452708392,1.0,0.4053398103079656,9,3562,0.8905,15,0.15875,3563,4000,0.01,1,-0.004474820130845103,0.004474820130845103,0.004833793885507642,0.004833793885507642,3.8874999999999886,3.8874999999999886,-0.005720180045013734,0.005720180045013734,-0.37042861892856394,0.37042861892856394,0.0,0.0,0.28749999999999787,0.28749999999999787,-0.1312500000000001,0.1312500000000001,3.8874999999999886,3.8874999999999886,0.015737478991678253,0.0152870825751752,0.007504308028683626,0.0016948336463010864,0.053341949589520224,0.061990212071777386,0.03531598513011407,0.007504308028683626,0.024797019757741685
0.68,200,3.8,5000,1000,0.0394334031066616,0.9620625977683582,14.917,15.0,2.6440709143288874,6,24,788635,197.20805201300325,0.9860402600650162,1,0,0,4000.0,4000,14.917,15.0,2.6440709143288874,6,24,1.1277135607555682,1.0,0.3803555668016325,5,3546,0.8865,14,0.15325,3547,4000,0.01,1,0.00021737254792952854,0.00021737254792952854,-0.00023483716640237962,0.00023483716640237962,-6.537499999999966,6.537499999999966,0.008470867716930286,0.008470867716930286,-0.25756001070201506,0.25756001070201506,-99.99999999999963,99.99999999999963,0.20625000000000782,0.20625000000000782,-0.40000000000000124,0.40000000000000124,-6.537499999999966,6.537499999999966,0.0,0.0,0.015360670014267863,0.002542250469450535,0.033770498166606516,0.04078303425775062,0.1152416356877351,0.015360670014267863,0.02788234482625981
0.7,200,3.8,5000,1000,0.0393913668869986,0.962101506572085,14.775,15.0,2.6704634429252163,6,23,790248,197.61140285071264,0.9880570142535634,1,0,0,4000.0,4000,14.775,15.0,2.6704634429252163,6,23,1.1123470522803114,1.0,0.3693678990511854,5,3595,0.89875,14,0.14275,3596,4000,0.01,1,-0.0007864157926960047,0.0007864157926960047,0.0008496885482198735,0.0008496885482198735,-3.375000000000057,3.375000000000057,0.03822830707676772,0.03822830707676772,-0.1737860628791239,0.1737860628791239,24.999999999999886,24.999999999999886,0.13750000000000284,0.13750000000000284,-0.22500000000000275,0.22500000000000275,-3.375000000000057,3.375000000000057,0.0021034448306081303,0.0020437861061526267,0.005984917267320826,0.01170975973807128,0.019244069817011947,0.022838499184339868,0.06319702602230813,0.005984917267320826,0.016638302529141707
0.72,200,3.8,5000,1000,0.0394673906485904,0.9620311411366506,14.782,15.0,2.7097003524375163,6,25,789858,197.5138784696174,0.987569392348087,1,0,0,4000.0,4000,14.782,15.0,2.7097003524375163,6,25,1.1207621182404035,1.0,0.3798480499603335,6,3568,0.892,15,0.14425,3569,4000,0.01,1,0.004942123283477429,0.004942123283477429,-0.005338049039517401,0.005338049039517401,-26.82499999999999,26.82499999999999,-0.005532633158289002,0.005532633158289002,0.32863376614922757,0.32863376614922757,0.0,0.0,-0.26250000000000284,0.26250000000000284,0.5000000000000004,0.5000000000000004,-26.82499999999999,26.82499999999999,0.017464845777544816,0.016963243202275987,0.07550630917749117,0.0016370552265399267,0.04609470924739819,0.05546492659053888,0.14498141263940767,0.07550630917749117,0.05420235137983598
0.74,200,3.8,5000,1000,0.0391778449254179,0.962299191503424,13.702,14.0,2.577827767714515,4,25,790071,197.56714178544635,0.9878357089272318,1,0,0,4000.0,4000,13.702,14.0,2.577827767714515,4,25,1.1254924029262805,1.0,0.3773371694107678,5,3553,0.88825,13,0.16275,3554,4000,0.01,1,0.00793006648363459,0.00793006648363459,-0.008565552763250106,0.008565552763250106,-23.256249999999966,23.256249999999966,-0.054232308077022395,0.054232308077022395,0.4790946643945837,0.4790946643945837,-25.0,25.0,-0.375,0.375,0.34375,0.34375,-23.256249999999966,23.256249999999966,0.02850965429838144,0.027691571157922926,0.06492616131482921,0.01664018489094478,0.07218467533563326,0.08482871125611725,0.09851301115241877,0.06492616131482921,0.05727751634013461
0.76,200,3.8,5000,1000,0.0391247685380604,0.962348343795996,13.85175,14.0,2.411902140946021,5,25,788123,197.08002000500124,0.9854001000250062,1,0,0,4000.0,4000,13.85175,14.0,2.411902140946021,5,25,1.139925904816187,1.0,0.4045538658331835,5,3508,0.877,13,0.158,3509,4000,0.01,1,-0.010153579836281068,0.010153579836281068,0.010969385038257617,0.010969385038257617,36.37499999999994,36.37499999999994,-0.06332833208302091,0.06332833208302091,-0.22773708962365902,0.22773708962365902,0.0,0.0,0.18125000000000213,0.18125000000000213,-0.6937499999999996,0.6937499999999996,36.37499999999994,36.37499999999994,0.036728779488650144,0.035681988274103224,0.10381885897459674,0.019442438249314513,0.028599194468036212,0.034257748776509334,0.2026022304832735,0.10381885897459674,0.07061876221113506
0.78,200,3.8,5000,1000,0.0396166203269482,0.9618930483099728,15.157,15.0,2.7849328537686504,7,26,788045,197.06051512878216,0.985302575643911,1,0,0,4000.0,4000,15.157,15.0,2.7849328537686504,7,26,1.1163829193413342,1.0,0.3737359653086475,5,3582,0.8955,16,0.135,3583,4000,0.01,1,-0.014664273816929807,0.014664273816929807,0.015843850905767565,0.015843850905767565,34.049999999999955,34.049999999999955,0.04104151037759607,0.04104151037759607,-0.22560026388785204,0.22560026388785204,0.0,0.0,0.17499999999999716,0.17499999999999716,-0.2625000000000002,0.2625000000000002,34.049999999999955,34.049999999999955,0.053402373320599564,0.051884872271018706,0.09692601308158412,0.012576436034475542,0.028228668227439392,0.03262642740619809,0.07434944237918466,0.09692601308158412,0.05586503072526052
0.8,200,3.8,5000,1000,0.0397585225742911,0.9617617728433188,15.21375,15.0,2.6271773707726704,6,27,789436,197.408352088022,0.98704176044011,1,0,0,4000.0,4000,15.21375,15.0,2.6271773707726704,6,27,1.1309018942606728,1.0,0.3872408151989948,5,3536,0.884,15,0.1475,3537,4000,0.01,1,0.008674097300275463,0.008674097300275463,-0.009371607504717439,0.009371607504717439,-15.731250000000102,15.731250000000102,-0.26069017254313565,0.26069017254313565,1.261955604564676,1.261955604564676,25.0000000000002,25.0000000000002,-0.96875,0.96875,2.700000000000017,2.700000000000017,-15.731250000000102,15.731250000000102,0.031259933454614364,0.030370923486187484,0.042617057940670416,0.08024459531031893,0.20793300343304266,0.2398042414355626,0.7992565055762144,0.042617057940670416,0.18426291482216017
0.82,200,3.8,5000,1000,0.0392417560267595,0.9622400122019836,14.52775,15.0,2.267648548055893,8,25,779705,194.9749937484371,0.9748749687421856,1,0,0,4000.0,4000,14.52775,15.0,2.267648548055893,8,25,1.166861143523921,1.0,0.4086846825492537,6,3427,0.85675,15,0.243,3428,4000,0.01,1,-0.0038967890671521843,0.0038967890671521843,0.004213492905817184,0.004213492905817184,5.824999999999761,5.824999999999761,-0.04344836209052616,0.04344836209052616,-0.24564152692040508,0.24564152692040508,25.000000000000156,25.000000000000156,0.1937499999999872,0.1937499999999872,0.15625000000002576,0.15625000000002576,5.824999999999761,5.824999999999761,0.013600811059955855,0.013225181827425835,0.013248346272860156,0.013317925754732268,0.0317038294087322,0.03752039151712534,0.04275092936803991,0.013248346272860156,0.022326970185216465
0.84,200,3.8,5000,1000,0.0399270622905238,0.9616059012806328,15.44675,15.0,2.661233630762245,6,25,788046,197.06076519129783,0.9853038259564892,1,0,0,4000.0,4000,15.44675,15.0,2.661233630762245,6,25,1.1210762331838564,1.0,0.3764713538732481,6,3567,0.89175,15,0.15375,3568,4000,0.01,1,-0.005206560573693508,0.005206560573693508,0.0056244247185300855,0.0056244247185300855,8.96875,8.96875,0.16932358089522026,0.16932358089522026,-0.8749807669322038,0.8749807669322038,-25.0,25.0,0.6624999999999979,0.6624999999999979,-2.081249999999998,2.081249999999998,8.96875,8.96875,0.01844232728925892,0.017915165327222732,0.022568511552929035,0.05209687515046419,0.14083144742366877,0.15986949429037442,0.6152416356877333,0.022568511552929035,0.13119174603432254
0.86,200,3.8,5000,1000,0.0394667330155007,0.9620317497790358,14.8865,15.0,2.538428204617968,7,25,785122,196.3295823955989,0.9816479119779944,1,0,0,4000.0,4000,14.8865,15.0,2.538428204617968,7,25,1.1318619128466327,1.0,0.3982674520822388,5,3533,0.88325,14,0.15975,3534,4000,0.01,1,0.005119818055099756,0.005119818055099756,-0.005535639583447383,0.005535639583447383,15.424999999999955,15.424999999999955,-0.9971555388847264,0.9971555388847264,-0.6596370830173228,0.6596370830173228,-49.99999999999997,49.99999999999997,0.5374999999999979,0.5374999999999979,0.25,0.25,15.424999999999955,15.424999999999955,0.01812168715512494,0.017620040633872406,0.04170912931497745,0.30713081997207653,0.10349078632052222,0.12724306688417542,0.07063197026022551,0.04170912931497745,0.09095707873199399
0.88,200,3.8,5000,1000,0.0397056367071859,0.9618106940028368,16.06375,16.0,2.3813202089387304,7,26,756145,189.08352088022005,0.9454176044011002,1,0,0,4000.0,4000,16.06375,16.0,2.3813202089387304,7,26,1.0946907498631635,1.0,0.3255398449130059,4,3653,0.91325,17,0.16375,3654,4000,0.01,1,-0.011887760024425376,0.011887760024425376,0.012850970717482424,0.012850970717482424,31.375,31.375,-0.9756189047261792,0.9756189047261792,-0.2224321558092761,0.2224321558092761,0.0,0.0,0.1750000000000007,0.1750000000000007,0.037499999999999645,0.037499999999999645,31.375,31.375,0.04313910486487378,0.04193644062219421,0.08899553447349444,0.3004959314362756,0.027679317311036362,0.03262642740619902,0.0074349442379206855,0.08899553447349444,0.07891290435318607
0.9,200,3.8,5000,1000,0.0399807718442,0.9615562393780588,16.1415,16.0,2.439462594507241,8,25,753910,188.52463115778943,0.9426231557889472,1,0,0,4000.0,4000,16.1415,16.0,2.439462594507241,8,25,1.1229646266142617,1.0,0.3732121873158434,5,3561,0.89025,16,0.16125,3562,4000,0.01,1,-0.011752696027365062,0.011752696027365062,0.01271073382530008,0.01271073382530008,14.35000000000008,14.35000000000008,-0.8270505126281549,0.8270505126281549,1.351858191961977,1.351858191961977,24.99999999999997,24.99999999999997,-1.0749999999999993,1.0749999999999993,0.8125,0.8125,14.35000000000008,14.35000000000008,0.04263984638314911,0.04147028860515707,0.0385221145472408,0.254725793249555,0.22352213977207527,0.2675367047308316,0.23791821561338505,0.0385221145472408,0.14310715218107933
0.92,200,3.8,5000,1000,0.0402140660601979,0.9613405861617422,16.63775,17.0,2.255443401528844,10,26,729686,182.4671167791948,0.912335583895974,1,0,0,4000.0,4000,16.63775,17.0,2.255443401528844,10,26,1.1487650775416427,1.0,0.4243248818433326,5,3481,0.87025,16,0.19625,3482,4000,0.01,1,-0.06961313814295167,0.06961313814295167,0.07550945036282053,0.07550945036282053,2.1437499999999545,2.1437499999999545,0.8946924231057984,0.8946924231057984,-0.19566570717422138,0.19566570717422138,-25.000000000000185,25.000000000000185,0.15625000000001066,0.15625000000001066,0.012499999999991296,0.012499999999991296,2.1437499999999545,2.1437499999999545,0.25651857877136575,0.25021527664472,0.002334673608924042,0.27556454330974833,0.02303800687533572,0.02773246329527176,0.0,0.002334673608924042,0.10471727701428621
0.94,200,3.8,5000,1000,0.0430011498587128,0.9587717138523406,16.22725,16.0,2.682556138741555,7,25,782533,195.68217054263565,0.9784108527131784,1,0,0,4000.0,4000,16.22725,16.0,2.682556138741555,7,25,1.115137998327293,1.0,0.3648357214166967,4,3586,0.8965,16,0.16175,3587,4000,0.01,1,-0.02206023470800389,0.02206023470800389,0.02389210378836304,0.02389210378836304,-8.100000000000193,8.100000000000193,1.2703175793948596,1.2703175793948596,-0.4864900102519769,0.4864900102519769,-25.0000000000002,25.0000000000002,0.37500000000000355,0.37500000000000355,-0.9562500000000065,0.9562500000000065,-8.100000000000193,8.100000000000193,0.08074123701292572,0.0786375281268593,0.019992958920863058,0.3912850883528382,0.07346703058460649,0.08482871125611818,0.28066914498141665,0.019992958920863058,0.12870183226956133
0.96,200,3.8,5000,1000,0.0411697502117324,0.9604581767734222,16.31375,16.0,2.604862940252328,7,25,770326,192.6296574143536,0.963148287071768,1,0,0,4000.0,4000,16.31375,16.0,2.604862940252328,7,25,1.129305477131564,1.0,0.3767592243340079,4,3541,0.88525,16,0.158,3542,4000,0.01,1,0.05752657564663721,0.05752657564663721,-0.0624305317873699,0.0624305317873699,-38.543750000000045,38.543750000000045,-2.2540947736934243,2.2540947736934243,1.327157518453184,1.327157518453184,0.0,0.0,-1.0187499999999972,1.0187499999999972,0.9999999999999991,0.9999999999999991,-38.543750000000045,38.543750000000045,0.21184110014998608,0.20674052346291463,0.11024847597695023,0.6943617892050674,0.2192390353793972,0.2528548123980414,0.2936802973977713,0.11024847597695023,0.26240181374338484
0.98,200,3.8,5000,1000,0.040503928587218,0.961072776878206,14.6855,14.0,3.3873425793680805,7,27,710420,177.64941235308828,0.8882470617654413,1,0,0,4000.0,4000,14.6855,14.0,3.3873425793680805,7,27,1.1682242990654206,1.0,0.4161961998778136,4,3423,0.85575,14,0.20175,3424,4000,0.01,1,0.0064245782048502065,0.0064245782048502065,-0.006962601157917581,0.006962601157917581,66.85624999999999,66.85624999999999,-0.24943735933984001,0.24943735933984001,-0.1664006105793021,0.1664006105793021,24.99999999999997,24.99999999999997,0.13125000000000142,0.13125000000000142,-0.5937499999999991,0.5937499999999991,66.85624999999999,66.85624999999999,0.022944679111214956,0.022363307586115416,0.19418555096444273,0.07677789012470734,0.0179634301139682,0.021207177814029546,0.17286245353160054,0.19418555096444273,0.09031125502631518
1.0,200,3.8,5000,1000,0.0408912461654157,0.9607151599016162,18.988,19.0,2.840573181595574,11,30,762346,190.6341585396349,0.9531707926981744,1,0,0,4000.0,4000,18.988,19.0,2.840573181595574,11,30,1.122649452708392,1.0,0.3758803639989398,5,3562,0.8905,20,0.13425,3563,4000,0.01,1,-0.01788084882949346,0.01788084882949346,0.01936587890988514,0.01936587890988514,215.12499999999983,215.12499999999983,3.246186546636651,3.246186546636651,-2.278742317851432,2.278742317851432,49.99999999999996,49.99999999999996,1.7374999999999958,1.7374999999999958,-3.3749999999999973,3.3749999999999973,215.12499999999983,215.12499999999983,0.06529230988458933,0.06359220856913021,0.6337527098890093,1.0,0.3842441326233021,0.44045676998368544,1.0,0.6337527098890093,0.5276363551048407
