shuffle_id,epsilon_star,peak_score,orig_epsilon_star,orig_peak_score
230,0.2,0.4534237477961486,0.18,0.7656098373095557
231,1.0,0.45143531907411155,0.18,0.7656098373095557
232,0.72,0.46244816617882567,0.18,0.7656098373095557
233,1.0,0.5326937736131101,0.18,0.7656098373095557
234,1.0,0.3482442718616474,0.18,0.7656098373095557
235,0.0,0.45049193774888596,0.18,0.7656098373095557
236,0.38,0.36422423389738323,0.18,0.7656098373095557
237,0.06,0.4625406562253008,0.18,0.7656098373095557
238,1.0,0.6331191581692004,0.18,0.7656098373095557
239,0.0,0.5338821523724823,0.18,0.7656098373095557
240,1.0,0.496771737637544,0.18,0.7656098373095557
241,0.0,0.5216115158803468,0.18,0.7656098373095557
242,1.0,0.6520777651388789,0.18,0.7656098373095557
243,0.18,0.4500301170635712,0.18,0.7656098373095557
244,1.0,0.48616590052554987,0.18,0.7656098373095557
245,1.0,0.5296003417266989,0.18,0.7656098373095557
246,1.0,0.5284275039688443,0.18,0.7656098373095557
247,0.22,0.40099669283263206,0.18,0.7656098373095557
248,1.0,0.558224976869206,0.18,0.7656098373095557
249,0.0,0.5221722044671112,0.18,0.7656098373095557
250,0.94,0.38237815255696106,0.18,0.7656098373095557
251,1.0,0.5230399699266471,0.18,0.7656098373095557
252,0.24,0.3709336925156109,0.18,0.7656098373095557
253,0.14,0.4827083796918415,0.18,0.7656098373095557
254,1.0,0.5548526939713221,0.18,0.7656098373095557
255,0.0,0.40449217102561774,0.18,0.7656098373095557
256,0.0,0.48741383993487886,0.18,0.7656098373095557
257,0.0,0.4948268382940386,0.18,0.7656098373095557
258,1.0,0.5219422369037301,0.18,0.7656098373095557
259,0.0,0.4561436865383133,0.18,0.7656098373095557
260,1.0,0.42660969168848456,0.18,0.7656098373095557
261,0.22,0.41358581214081874,0.18,0.7656098373095557
262,1.0,0.4638029421075667,0.18,0.7656098373095557
263,1.0,0.5228905723611482,0.18,0.7656098373095557
264,1.0,0.5156350915906908,0.18,0.7656098373095557
265,0.0,0.37007888390466515,0.18,0.7656098373095557
266,0.0,0.3817584007066771,0.18,0.7656098373095557
267,0.0,0.4718884939510624,0.18,0.7656098373095557
268,1.0,0.5076731197220128,0.18,0.7656098373095557
269,0.34,0.39658940465540193,0.18,0.7656098373095557
270,0.0,0.4931520775773245,0.18,0.7656098373095557
271,1.0,0.3827607787915117,0.18,0.7656098373095557
272,0.0,0.4226511594796475,0.18,0.7656098373095557
273,1.0,0.4245614431000138,0.18,0.7656098373095557
274,0.0,0.37110877890809185,0.18,0.7656098373095557
275,0.72,0.46275123844494004,0.18,0.7656098373095557
276,1.0,0.42407608045713985,0.18,0.7656098373095557
277,0.06,0.42631910461710043,0.18,0.7656098373095557
