delta,var_transitions,std_transitions,cv_transitions,var_dwell,std_dwell,cv_dwell,var_occupancy,std_occupancy,cv_occupancy
0.1,15.000000000000002,3.872983346207417,0.12574621253920185,0.13416024855741548,0.3662789218033376,0.11485438815655405,5146.505599999999,71.73914970223719,0.044555157194642134
0.2,18.464399999999998,4.29702222475053,0.14993099179171424,0.26652121718366417,0.5162569294291982,0.14986734903893212,4162.080000000001,64.51418448682429,0.039759758712451805
0.30000000000000004,19.1104,4.37154434954056,0.1339321185521005,0.15868509599606,0.39835297914796625,0.13172643116814525,6531.7936,80.8195124954364,0.050352326672462686
0.4,12.2804,3.5043401661368434,0.11253500854646253,0.12992277992129606,0.3604480266575142,0.11440194638045062,3110.1423999999993,55.7686506919434,0.03351964868246826
0.5,13.2464,3.639560413016935,0.09689990449991838,0.06267261956357568,0.25034500107566693,0.09565857089900531,6090.439999999999,78.04127113265133,0.04619466741603606
0.6,7.734399999999999,2.7810789273229912,0.07349574332248919,0.03507231736263557,0.18727604588584087,0.0723552682336209,4233.4756,65.06516425861076,0.03732127491345017
0.7000000000000001,7.9796,2.8248185782453357,0.06417125348126614,0.02011461942482337,0.14182601815190107,0.06358988647579139,3051.0656,55.23645173252895,0.03190792766101076
0.8,8.8324,2.971935396336872,0.06424417199171795,0.01900686270025188,0.13786537890366776,0.06488405242198748,3556.6575999999995,59.637719607644286,0.0329796272825851
0.9,17.616400000000002,4.19718953586802,0.09136241915254724,0.03932333173513378,0.1983011138020505,0.09231058966367967,3961.8495999999996,62.943225211296564,0.03461309731825292
1.0,11.7376,3.426018096858217,0.060444920551485835,0.010614690360844857,0.10302761940783091,0.05921181049451995,5329.646400000001,73.0044272630092,0.04283191386203633
1.1,13.358400000000001,3.654914499683953,0.05891222597814238,0.008651092685795694,0.09301125031841952,0.05843015191612445,7897.8084,88.86961460476803,0.05129440855897586
1.2000000000000002,14.879999999999997,3.857460304397182,0.06815300891161098,0.01347008921823561,0.11606071350045893,0.06654731199152111,3886.4883999999997,62.341706745965816,0.034604675303332603
1.3000000000000003,12.758400000000004,3.5718902558729324,0.06162681600884976,0.010686510020887656,0.10337557748756548,0.06072054258635284,4935.761600000001,70.25497562450649,0.03886385923954289
1.4000000000000001,19.585600000000003,4.425562111189945,0.07361214423136968,0.014963134658810892,0.12232389242830238,0.07435616525772373,3983.8656,63.11787068651793,0.034231007813153747
1.5000000000000002,16.5684,4.070429952719983,0.060338422068188305,0.008136181531230658,0.09020078453777804,0.061520201003876784,4350.6896,65.95975742829866,0.036797222585130795
1.6,34.056400000000004,5.835786150982574,0.07787278023729081,0.011384293281520073,0.10669720371931063,0.08051875763008398,8790.9044,93.75982295205127,0.0542384407298435
1.7000000000000002,24.2,4.919349550499537,0.06405403060546272,0.006900551736652914,0.08306955962717578,0.06435941928935418,3575.1476000000007,59.79253799597405,0.033663557745258955
1.8000000000000003,28.1236,5.303168863990662,0.04759620233342902,0.0021995897644734377,0.04689978426894347,0.052589033159500066,51176.142400000004,226.22144549091715,0.23818801117220892
1.9000000000000001,47.2,6.870225614927067,0.05773298836073166,0.0029290183470167147,0.05412040601304387,0.0646986171831804,63820.02559999999,252.6262567509561,0.23453863706082526
2.0,33.782399999999996,5.81226289838992,0.07623639688339351,0.011186111832600805,0.10576441666553456,0.08118880241545495,5227.841600000001,72.30381456050573,0.0404220976790698
2.1,40.502399999999994,6.3641495896938185,0.0862818545240485,0.015154544644149937,0.12310379622152169,0.09131363010776607,3631.6036,60.262787854529265,0.03371193896470606
2.2,26.731600000000004,5.170261115262942,0.08178204864383015,0.015141206902563951,0.12304961154982957,0.0785173051849121,2259.29,47.53198922830813,0.026253515177193112
2.3000000000000003,25.113599999999998,5.011347124277064,0.07066197298755025,0.0098905910699217,0.09945145081858635,0.07116525964872165,3765.9476,61.367317034395434,0.03502340914426339
2.4000000000000004,26.6516,5.162518765099067,0.07398278539838159,0.010219630705002763,0.10109218913943234,0.07117626255012734,4317.107599999999,65.7046999840955,0.036751294864189626
2.5000000000000004,37.142399999999995,6.094456497506566,0.0764099360269128,0.010145182733986196,0.10072329787088087,0.08084323804321854,4344.69,65.91426249302953,0.038010646729156064
2.6,27.2896,5.2239448695406425,0.07628424166969396,0.01303879353231911,0.11418753667681561,0.07886219490863688,3145.2356000000004,56.08240009129424,0.03207677969966154
2.7,23.694399999999995,4.8676893902548874,0.07507232249005069,0.01462195892138469,0.12092129225816556,0.07914324192546848,2856.0,53.44155686354955,0.030478816507100232
2.8000000000000003,26.41,5.139066063011839,0.07568580357896669,0.011876258254695687,0.10897824670408167,0.07466220932924111,2991.8676,54.697967055458285,0.03145043471949901
2.9000000000000004,26.6736,5.164649068426624,0.0706711695187004,0.009968926685097886,0.09984451254374417,0.0735801008075462,2379.8163999999997,48.783361917768644,0.028295628874730954
3.0000000000000004,27.1444,5.2100287907073985,0.07736900491100977,0.011691989600393964,0.10812950383865619,0.0734775013147383,3000.4255999999996,54.77614079140661,0.031249224585485947
