seed,K,R_before,R_after_final,R_min_after_perturb,recovery_time,cluster_final
7,0.5,0.1889426806326335,0.20808133804098133,0.10994246345926854,0.0,1
7,0.525,0.24763313541671284,0.21119648187176948,0.19606654025396564,0.02,1
7,0.55,0.37185890653152925,0.3954181440207812,0.23307618348674075,17.76,1
7,0.575,0.5650567592162424,0.5579847217045029,0.2727027023717531,78.04,5
7,0.6,0.4023075075629209,0.5325932303385124,0.3328494892621201,0.0,1
7,0.625,0.5086917776540268,0.4838136736285025,0.41322204950452507,0.36,2
7,0.65,0.5438259949316409,0.5363241276983549,0.5071859902744035,0.12,1
7,0.675,0.6394803747305736,0.6432154024742059,0.561489988005965,2.68,1
7,0.7,0.7073662668217764,0.707068946924902,0.6285860696605285,1.72,1
7,0.725,0.7492509862539463,0.7504736872734559,0.6712508401039147,1.06,1
7,0.75,0.7815718463227949,0.7815607597003037,0.7164434071234128,0.76,1
7,0.775,0.8058796181331933,0.8058797343032025,0.7064835228525548,1.48,1
7,0.8,0.8253937158597893,0.8253937180483293,0.7463859299657591,0.48,1
7,0.825,0.8414963798326186,0.8414963799007042,0.775312220533524,0.5,1
7,0.85,0.8550601899269079,0.8550601899261032,0.7739444221760233,0.46,1
7,0.875,0.8666682473202549,0.8666682473202606,0.7823266549937299,0.78,1
7,0.9,0.876729191699855,0.876729191699855,0.8025896910763857,0.42,1
7,0.925,0.8855401450264552,0.8855401450264552,0.8286266697245999,0.16,1
7,0.95,0.8933236254892645,0.8933236254892645,0.8221257198547414,0.34,1
7,0.975,0.9002503747179166,0.9002503747179167,0.8355237709444626,0.2,1
7,1.0,0.9064540893525748,0.9064540893525747,0.8296617006588327,0.38,1
7,1.025,0.9120412711657429,0.9120412711657426,0.836553923615919,0.22,1
7,1.05,0.9170980147023997,0.9170980147023999,0.8371862944361524,0.38,1
7,1.075,0.9216948077863394,0.9216948077863394,0.8328114370796961,0.42,1
7,1.1,0.925890004454428,0.9258900044544278,0.8627960801724132,0.14,1
7,1.125,0.9297323879252712,0.9297323879252711,0.8495759124050962,0.26,1
7,1.15,0.9332630955147538,0.933263095514754,0.8631850273560121,0.18,1
7,1.175,0.9365170870156441,0.936517087015644,0.8603456300703357,0.24,1
7,1.2,0.9395242804571824,0.9395242804571823,0.8662803888487768,0.2,1
8,0.4,0.2465761383357872,0.05769631242291341,0.03947498867142967,0.0,1
8,0.425,0.12123017415850414,0.17455203885854234,0.010817703298702293,0.0,1
8,0.45,0.1450644651850069,0.09788187345927814,0.0812195576727913,0.0,1
8,0.475,0.12294237754311159,0.1942080302757142,0.012213374360129772,0.14,1
8,0.5,0.2856756062618959,0.1437764299110454,0.14206378124840635,0.0,1
8,0.525,0.19145745892850888,0.19107000678513206,0.14608681704398024,0.52,1
8,0.55,0.20883974858043539,0.39132543812339843,0.17602353767221646,0.0,1
8,0.575,0.27069303392500366,0.3670334456861629,0.25229140097829655,0.3,1
8,0.6,0.2803962829682109,0.28473677607775144,0.2641455569285811,0.0,1
8,0.625,0.48849140843380173,0.4218294091454474,0.28475884916357375,0.2,2
8,0.65,0.39391588576966957,0.46089099962314656,0.374023556604049,0.02,2
8,0.675,0.5712265653902652,0.5698808361061438,0.49619101669265514,1.96,2
8,0.7,0.6602846398204703,0.6595041636697734,0.5982279939657087,0.76,1
8,0.725,0.7100311695005499,0.7092143738075054,0.6628958315049851,1.6,1
8,0.75,0.7479344556568006,0.7476393238307342,0.6848472907842218,0.6,1
8,0.775,0.776430266577654,0.776435386951851,0.6888177180072085,0.7000000000000001,1
8,0.8,0.7992766280949938,0.799276606582926,0.7319790210006686,0.86,1
8,0.825,0.8180729154826634,0.818072914741475,0.7658816190720138,0.2,1
8,0.85,0.833888302670036,0.833888302637289,0.7625989772274718,0.4,1
8,0.875,0.8474123307383972,0.8474123307385539,0.7683487910649045,0.8,1
8,0.9,0.8591225733589474,0.8591225733589325,0.768606616872163,0.76,1
8,0.925,0.8693655299778255,0.8693655299778253,0.7982681892435975,0.34,1
8,0.95,0.8784012563744025,0.8784012563744024,0.7927587988216624,0.4,1
8,0.975,0.8864299989696237,0.8864299989696237,0.8116598322120179,0.4,1
8,1.0,0.8936090939331552,0.8936090939331554,0.8227954980765156,0.22,1
8,1.025,0.9000642135477147,0.9000642135477147,0.8432206345444591,0.08,1
8,1.05,0.9058971351073452,0.9058971351073456,0.8339019923444633,0.26,1
8,1.075,0.911191268475527,0.9111912684755268,0.8422156280421379,0.24,1
