topology,K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
all_to_all,0.7,2,0.2639456344224106,0.066236523695632,0.4017391304347826,0.6576615501576518,0,0.6817391304347826,0.1526086956521739,0.0952173913043478,0.0319422114390065
all_to_all,0.7,3,0.5790396575744003,0.0315035378150097,3.9769565217391305,1.3868604982433892,4,0.2882608695652174,0.5904347826086956,0.0865217391304347,0.582808069640764
all_to_all,0.7,4,0.4947368834110582,0.0322157960333465,2.3395652173913044,1.2168740360693606,2,0.3104347826086956,0.4930434782608696,0.0865217391304347,0.4137196906023674
all_to_all,0.7,5,0.5573468895647516,0.0296602184250681,3.6508695652173913,1.4299054789177297,3,0.2621739130434782,0.5534782608695652,0.0865217391304347,0.5839315016035794
all_to_all,0.7,6,0.3055334617321423,0.0705755958933492,0.54,0.7050501061441754,0,0.5695652173913044,0.2269565217391304,0.0865217391304347,0.0688763318447232
all_to_all,0.7,7,0.6398569893342829,0.0146471814860722,5.268695652173913,1.441307692303812,5,0.2843478260869565,0.5769565217391305,0.0865217391304347,0.5951162196426399
all_to_all,0.7,8,0.4253308842077884,0.032986509967536,1.1521739130434785,0.9936185801391456,1,0.3834782608695652,0.3773913043478261,0.0865217391304347,0.2311851793046826
all_to_all,0.7,9,0.4826823535727712,0.0388442157190199,2.295217391304348,1.323786957656994,2,0.2839130434782608,0.4852173913043478,0.0865217391304347,0.4599601644820398
all_to_all,0.7,10,0.6139801229890502,0.0261684753517011,4.588260869565217,1.4333122241671803,4,0.2756521739130435,0.54,0.0865217391304347,0.5606369616250697
all_to_all,0.7,11,0.6495607152760945,0.0177584635283801,5.342608695652174,1.4604978823237684,5,0.2604347826086956,0.5943478260869566,0.0865217391304347,0.6419749593669656
all_to_all,0.7,12,0.6118318750653186,0.0256137353606468,4.930869565217392,1.517436090032985,5,0.2726086956521739,0.6104347826086957,0.0865217391304347,0.6737794892681854
all_to_all,0.7,13,0.4999026742989214,0.0231615782573368,2.1778260869565216,1.1880325589219352,2,0.3247826086956522,0.5060869565217392,0.0865217391304347,0.4059729596873807
all_to_all,0.7,14,0.5531656598072852,0.0568538383181528,3.307391304347826,1.5533518243975408,3,0.2634782608695652,0.5117391304347826,0.0865217391304347,0.5854691684131027
all_to_all,0.7,15,0.3096006948069931,0.1351060724875409,0.8482608695652174,1.0906804903119292,0,0.5252173913043479,0.258695652173913,0.1556521739130434,0.1339619554848064
all_to_all,0.7,16,0.5006922318287204,0.0272958190273134,2.4565217391304346,1.2766553063636794,2,0.2956521739130435,0.4913043478260869,0.0865217391304347,0.4417854836646822
all_to_all,0.7,17,0.5995130803048133,0.0229306662495975,3.896521739130435,1.4162676260713738,4,0.2708695652173913,0.5717391304347826,0.0865217391304347,0.5904028864262217
all_to_all,0.7,18,0.5131904258376417,0.0337545582313564,2.7469565217391305,1.4317409128707268,3,0.2669565217391304,0.5334782608695652,0.0865217391304347,0.559900553933414
all_to_all,0.7,19,0.3345170929794258,0.0560844241317046,0.7221739130434782,0.8550283825532604,0,0.4908695652173913,0.2560869565217391,0.0865217391304347,0.111480023306068
all_to_all,0.8,0,0.7432426283886191,0.0126218168154559,7.373478260869565,1.4043692958380385,8,0.2891304347826087,0.5165217391304348,0.0865217391304347,0.5156557349964119
all_to_all,0.8,1,0.8184902615945053,0.0105411730537858,7.274782608695652,1.8101570183279376,8,0.22,0.4056521739130435,0.0865217391304347,0.5727494225066937
all_to_all,0.8,2,0.6999624859467705,0.0145088778852181,6.9534782608695656,1.4616878531212445,7,0.2656521739130434,0.5760869565217391,0.0865217391304347,0.6183644223770471
all_to_all,0.8,3,0.7394082359492657,0.0107502717706564,7.479565217391304,1.5039136719583388,7,0.2591304347826087,0.5539130434782609,0.0865217391304347,0.6171720568419297
