topology,peak_K_reorganization,peak_reorganization_score,R_mean_at_peak,cluster_mean_at_peak,dominant_fraction_at_peak,switching_rate_at_peak,memory_score_at_peak
all_to_all,0.8,0.6158228537151372,0.7270513992815194,7.025978260869566,0.2559565217391304,0.5341086956521739,0.0865217391304347
small_world,1.4,0.16823802057811557,0.47291842594165984,2.630891304347826,0.35310869565217395,0.13997826086956522,0.15647826086956523
scale_free,0.9,0.5619017341508282,0.6243201351425605,5.037173913043478,0.25630434782608696,0.4803260869565218,0.08652173913043479
modular,0.9,0.6107427329593818,0.6579977108399998,5.708913043478261,0.24736956521739129,0.49723913043478263,0.08652173913043479
spatial_lattice,1.4,0.0675086475946176,0.2783558601190558,0.9219782608695652,0.5551956521739131,0.0915,0.2248913043478261
