run,direction,K,R_mean,R_std
0,backward,1.1,0.9988941431602427,1.877283944311406e-16
0,backward,1.05,0.9986709878694635,6.354834870911169e-16
0,backward,1.0,0.9989567785564033,8.543308648317098e-16
0,backward,0.95,0.9989564436807389,2.6385846389462234e-15
0,backward,0.9000000000000001,0.9985693488392451,7.207634371511628e-15
0,backward,0.8500000000000001,0.9980604551645975,2.8282125839253065e-14
0,backward,0.8,0.9980713834967002,1.189798347648861e-13
0,backward,0.75,0.9985272266335937,1.359793470800422e-13
0,backward,0.7,0.9973097235057479,2.5319422125076222e-12
0,backward,0.65,0.9946558851010029,6.949052375682731e-11
0,backward,0.6000000000000001,0.9963800247264573,3.851886936186433e-10
0,backward,0.55,0.9943213459187101,2.1685429569848916e-10
0,backward,0.5,0.9958807058936835,1.6525685891435373e-09
0,backward,0.45,0.9926993858968232,1.7763853496027034e-09
0,backward,0.4,0.986679814672312,1.345315431783834e-07
0,backward,0.35000000000000003,0.9735631968248541,3.868008639669526e-06
0,backward,0.30000000000000004,0.9761222514858359,8.990882438729503e-07
0,backward,0.25,0.9720500367437379,4.6785556666323163e-07
0,backward,0.2,0.9676519168884506,4.533236173274019e-05
1,backward,1.2,0.9986046374977976,1.2519785078314877e-16
1,backward,1.1500000000000001,0.9997624446927663,9.955962759629514e-17
1,backward,1.1,0.999180119585345,1.3825880324482577e-16
1,backward,1.05,0.9983551340113945,7.329574356039737e-16
1,backward,1.0,0.9994137757173882,2.085919684541963e-16
1,backward,0.95,0.998371728808002,2.7168743831253343e-15
1,backward,0.9000000000000001,0.999166393268088,9.122723603382824e-15
1,backward,0.8500000000000001,0.9969458090468766,1.6159477011973433e-13
1,backward,0.8,0.9986692766601117,6.046283362510778e-13
1,backward,0.75,0.9983281031460446,2.7838712828589197e-12
