K,run,global_R,outsider_R,outsider_R_std,outsider_recruitment_score
0.5499999999999999,10,0.9749745593011792,0.8909820971325085,1.5272154032233494e-08,0.913851637082934
0.5499999999999999,11,0.9602699453957568,0.8167789379883353,2.4859606117807247e-07,0.8505722186805139
0.5499999999999999,12,0.9291763544158409,0.8975025491823193,1.0985702411343458e-09,0.9659119551590394
0.5499999999999999,13,0.9021258351828034,0.6949189216178109,4.542702437775847e-05,0.7703126265929684
0.5499999999999999,14,0.9492949727185209,0.8555166303050412,7.804697683417785e-08,0.9012126418979916
0.5499999999999999,15,0.9683485078199856,0.8617865738375468,3.449061439320046e-08,0.8899549768262374
0.5499999999999999,16,0.9832316750425983,0.9381257494038249,6.252300877635774e-09,0.9541248245101813
0.5499999999999999,17,0.9234937101326035,0.8572239110756226,1.0289974807609283e-07,0.9282401186593967
0.5499999999999999,18,0.9222568911223402,0.9374853896484349,7.387369784938889e-09,1.0165122089860947
0.5499999999999999,19,0.9187123697198671,0.8185663023776992,1.5408536718353777e-08,0.8909930129997103
0.6,0,0.9414700970057482,0.9411427260988547,1.5345232013464526e-08,0.999652276892347
0.6,1,0.9725900926552263,0.9005939645355714,7.193233051143348e-10,0.9259748493591711
0.6,2,0.9598145544068153,0.8101052896682618,7.960373537070243e-08,0.8440227187095315
0.6,3,0.9713351635440709,0.8753588889251271,1.2075846148538077e-08,0.9011913928147518
0.6,4,0.9873610643075111,0.9599469284301113,2.237961823400024e-09,0.9722349433562087
0.6,5,0.9940678322968496,0.9759400794225792,4.677354266623542e-09,0.9817640685209913
0.6,6,0.9799336820638836,0.9322880992831295,1.3158898834934325e-08,0.9513787681209641
0.6,7,0.9781471108632755,0.8918133069053403,1.4345741785392725e-08,0.9117374033005607
0.6,8,0.9862792894064735,0.9450468655288066,4.482846743653672e-10,0.9581939676504431
0.6,9,0.9216691170575623,0.8977047003609793,1.0346296128520065e-07,0.9739988936875051
0.6,10,0.9650108946997032,0.8355517711283733,1.9222617501768127e-08,0.8658469823675085
0.6,11,0.9859453421766938,0.9492164619855086,9.32699168873337e-10,0.9627475493610419
0.6,12,0.9782203723766868,0.9569051188381875,3.128609349693526e-09,0.978210172123394
0.6,13,0.8815592217909154,0.9069433628526858,1.8158840951387194e-08,1.028794595341165
