K_base,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,Kij_mean_final,Kij_std_final,Kij_density_weak,Kij_density_strong,reorganization_score,adaptive_network_score,adaptive_reorganization_score
0.4,3,0.091462338665645,0.0501548315648158,0.047391304347826,0.2145109177581158,0,0.9530434782608695,0.0295652173913043,0.5391304347826087,0.4170004246041628,0.1342839457568672,0.0202279924002533,0.0,0.0002978011783176,0.055996462398136,0.0003144769908013
0.4,4,0.1096291149856946,0.0398401306290804,0.0617391304347826,0.2424808764115859,0,0.938695652173913,0.0378260869565217,0.5460869565217391,0.4200831409105205,0.1503279025919264,0.0264164323886229,0.0,0.0005622897900902,0.0631502174873072,0.0005977985126253
0.4,5,0.1100952557927589,0.0401545885176974,0.0382608695652173,0.1940786970347908,0,0.9621739130434782,0.0234782608695652,0.6017391304347826,0.4179891033594244,0.1455586439332166,0.0240605500639167,0.0,0.0001723595004734,0.0608419270638589,0.00018284618463
0.4,6,0.0817721520940844,0.0437718728941212,0.0404347826086956,0.1969766761931045,0,0.9595652173913044,0.028695652173913,0.6330434782608696,0.4147784507829232,0.1295670541980338,0.0210908538822606,0.0,0.0002285525294152,0.0537416220127675,0.0002408353130611
0.4,7,0.1961710277145555,0.0742931063507536,0.138695652173913,0.3675749476705525,0,0.8686956521739131,0.0765217391304347,0.298695652173913,0.4422269762177743,0.1850028720168167,0.0225238305662521,0.0,0.0036932597115128,0.0818132606836007,0.003995417331063
0.4,8,0.0661498781005157,0.0288630895342684,0.0339130434782608,0.1857473536691305,0,0.9669565217391304,0.0243478260869565,0.678695652173913,0.4133816117909258,0.1300309243375747,0.0213014150225693,0.0,0.0001494405991842,0.0537523930853305,0.0001574733890144
0.4,9,0.0764791761030923,0.045988628033297,0.0269565217391304,0.1672393437850102,0,0.9739130434782608,0.0243478260869565,0.7608695652173914,0.4145239077768574,0.1327715282050613,0.0217760324296934,0.0,0.0001062238597725,0.0550369727130672,0.0001120700994443
0.4,10,0.1078518830839484,0.0449382102261415,0.0543478260869565,0.2342485875221954,0,0.947391304347826,0.0365217391304347,0.5808695652173913,0.4172505873233522,0.144870385484518,0.0228213672624457,0.0,0.0004500761264209,0.0604472534291755,0.0004772819920971
0.4,11,0.1971588906848355,0.0502184026013852,0.1504347826086956,0.382184547509953,0,0.8586956521739131,0.077391304347826,0.1121739130434782,0.4415904573259344,0.1958032958741873,0.0284158390822025,0.0,0.00417946623046,0.0864648669710076,0.0045408432220866
0.4,12,0.070561821634918,0.0225805236503647,0.0382608695652173,0.1918253774278336,0,0.9617391304347828,0.0234782608695652,0.6204347826086957,0.4133298357972723,0.1311499312502883,0.0225499138542616,0.0,0.0001723164900496,0.0542081795485052,0.0001816574532814
0.4,13,0.0824651866570064,0.0452939518730517,0.0352173913043478,0.1979760540025285,0,0.967391304347826,0.0278260869565217,0.7556521739130435,0.4140717397457267,0.1321295368785062,0.0209707852647308,0.0,0.0001796380138682,0.0547111072070802,0.0001894662085034
0.4,14,0.1143353527484179,0.0630318172490423,0.0704347826086956,0.2707393783033476,0,0.9334782608695652,0.0430434782608695,0.5417391304347826,0.4220028385627953,0.1457272855554185,0.0254219103038259,0.0,0.0007752153985697,0.0614973281604376,0.0008228890743306
0.4,15,0.082501482229293,0.0385244313400894,0.0482608695652173,0.2280761157065018,0,0.954782608695652,0.0339130434782608,0.6373913043478261,0.4140546603918995,0.1306063752333723,0.0206869435072677,0.0,0.0003497454641147,0.0540781783422709,0.0003686590616975
0.4,16,0.0691355641553652,0.0333204592299246,0.027391304347826,0.1632207731691982,0,0.972608695652174,0.02,0.6830434782608695,0.4142822253995977,0.1319273530472006,0.0224278425100906,0.0,8.941660194612981e-05,0.0546551574114726,9.430368040069452e-05
0.4,17,0.0636102241394011,0.050020151747833,0.0243478260869565,0.1541266020250749,0,0.9756521739130436,0.02,0.8965217391304348,0.4135782968318317,0.1286994475963911,0.0235365575886417,0.0,7.50529577822494e-05,0.053227298340113,7.904782395743309e-05
