peak_K_adaptive_reorganization,peak_adaptive_reorganization_score,raw_reorganization_score_at_peak,adaptive_network_score_at_peak,R_mean_at_peak,cluster_mean_at_peak,dominant_fraction_at_peak,switching_rate_at_peak,Kij_mean_final_at_peak,Kij_std_final_at_peak,Kij_density_strong_at_peak
0.8,1.054673698451312,0.7075293307267867,0.4881824929409387,0.8167639949042987,8.210456521739129,0.22023913043478255,0.4958913043478261,1.3788398755619398,0.3552998344573622,0.5444805764411027
