seed,K,init_kind,R_mean,R_std,cluster_mean,cluster_std,cluster_final,single_cluster_fraction,multi_cluster_fraction
7,0.625,random,0.5914945434227455,0.006509417465100304,1.9625,0.7714231977326064,3,0.2965,0.7035
7,0.65,random,0.6836642355133733,0.0025716982410420204,1.0445,0.20620317650317607,1,0.9555,0.0445
7,0.675,random,0.7386002014597762,0.001794072006035597,1.001,0.031606961258558226,1,0.999,0.001
7,0.7,random,0.7757657600419536,0.0009568465281538175,1.0,0.0,1,1.0,0.0
7,0.725,random,0.8031947055489664,0.00014309285206777142,1.0,0.0,1,1.0,0.0
7,0.75,random,0.824712108755707,1.0061339543250625e-05,1.0,0.0,1,1.0,0.0
7,0.775,random,0.8421243883591055,6.234728041011488e-07,1.0,0.0,1,1.0,0.0
7,0.8,random,0.8565741319475578,3.6182742868026815e-08,1.0,0.0,1,1.0,0.0
7,0.825,random,0.8687943322830161,2.1123830568924844e-09,1.0,0.0,1,1.0,0.0
7,0.85,random,0.8792824203631342,1.289112083785942e-10,1.0,0.0,1,1.0,0.0
7,0.875,random,0.8883913601162521,8.515683870402012e-12,1.0,0.0,1,1.0,0.0
7,0.9,random,0.8963804349548136,6.487052874037598e-13,1.0,0.0,1,1.0,0.0
7,0.925,random,0.9034454507471434,6.580198709272503e-14,1.0,0.0,1,1.0,0.0
7,0.95,random,0.9097376624680675,1.1085532425158532e-14,1.0,0.0,1,1.0,0.0
7,0.975,random,0.915376144499759,2.682087205858769e-15,1.0,0.0,1,1.0,0.0
7,1.0,random,0.9204561590207099,7.234234015292144e-16,1.0,0.0,1,1.0,0.0
7,1.025,random,0.9250549823947781,3.5290425813776633e-16,1.0,0.0,1,1.0,0.0
7,1.05,random,0.9292360624249056,1.236790442649893e-16,1.0,0.0,1,1.0,0.0
7,1.075,random,0.9330520483262356,1.1029829678061802e-16,1.0,0.0,1,1.0,0.0
7,1.1,random,0.9365470406297796,1.112164217857803e-16,1.0,0.0,1,1.0,0.0
7,1.125,random,0.9397582896442954,1.9976303073317525e-16,1.0,0.0,1,1.0,0.0
7,1.15,random,0.9427174966416326,1.8912935169115145e-16,1.0,0.0,1,1.0,0.0
7,1.175,random,0.9454518239330962,1.2585248453105972e-16,1.0,0.0,1,1.0,0.0
7,1.2,random,0.9479846883442353,3.7656860024343363e-16,1.0,0.0,1,1.0,0.0
8,0.4,random,0.08764978608262859,0.03423935886842792,0.0,0.0,0,1.0,0.0
8,0.425,random,0.09087629193091512,0.029855484593026334,0.0005,0.022355088906108163,0,1.0,0.0
8,0.45,random,0.13711413447174037,0.04126980171525622,0.001,0.03160696125855822,0,1.0,0.0
8,0.475,random,0.16547835921330614,0.03290505717685102,0.001,0.03160696125855822,0,1.0,0.0
8,0.5,random,0.19123326725508583,0.05454452715893897,0.004,0.063118935352238,0,1.0,0.0
8,0.525,random,0.22704466608231286,0.02856503984281069,0.0095,0.09700386590234432,0,1.0,0.0
8,0.55,random,0.30379528338112477,0.0729190332035137,0.0795,0.2884089977791955,0,0.995,0.005
8,0.575,random,0.36259700774303144,0.10697766248509775,0.4395,0.8890105454942592,0,0.891,0.109
8,0.6,random,0.38563264934046326,0.10780583428634571,0.6285,0.9515712006991385,1,0.8155,0.1845
8,0.625,random,0.4003236475675735,0.09465387927185531,0.8755,1.1095042811994913,0,0.7455,0.2545
8,0.65,random,0.41701661710320254,0.041669325948006916,1.4095,1.0401008364576965,1,0.5695,0.4305
8,0.675,random,0.4638109637295834,0.017913115320158407,2.8125,1.0150584958513473,4,0.0935,0.9065
8,0.7,random,0.6343680384165351,0.003986049180637592,1.481,0.6177693744432464,1,0.5785,0.4215
8,0.725,random,0.7035885450466307,0.002558115825190433,1.0,0.0,1,1.0,0.0
8,0.75,random,0.7467011675866474,0.0006770084000417661,1.0,0.0,1,1.0,0.0
8,0.775,random,0.777884806568343,3.6571710833111806e-05,1.0,0.0,1,1.0,0.0
