replication,N,dt,omega_std,K,seed,actual_seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
baseline_shifted_seeds,400,0.03,0.4,0.525,6,1006,0.23932259146362003,0.045773846101836366,0.305,0.5495225200116917,0,0.733,0.138,0.0995,0.020247706919073308
baseline_shifted_seeds,400,0.03,0.4,0.525,7,1007,0.15500952114520994,0.07413859357318825,0.134,0.371542729709518,0,0.8765,0.068,0.2445,0.003120215889986061
baseline_shifted_seeds,400,0.03,0.4,0.525,8,1008,0.2614818875949723,0.090955951748884,0.4585,0.7295736768826026,0,0.6615,0.185,0.174,0.04568772782754147
baseline_shifted_seeds,400,0.03,0.4,0.525,9,1009,0.23978785909202588,0.0967332130043036,0.434,0.7613435492601222,0,0.696,0.169,0.13,0.03911478641823648
baseline_shifted_seeds,400,0.03,0.4,0.55,0,1000,0.32193238809043473,0.07558490767886714,1.0555,1.163795407277413,0,0.4135,0.288,0.0995,0.1965790105166084
baseline_shifted_seeds,400,0.03,0.4,0.55,1,1001,0.26393257271787657,0.07250141019059951,0.555,0.8677413209015692,0,0.625,0.206,0.0995,0.06703301736504921
baseline_shifted_seeds,400,0.03,0.4,0.55,2,1002,0.37493742686082154,0.08312227372068154,1.716,1.4150420488451925,1,0.2765,0.3695,0.0995,0.378287790828227
baseline_shifted_seeds,400,0.03,0.4,0.55,3,1003,0.21893137768088197,0.11494124913583569,0.537,0.9917817300192618,0,0.7025,0.1405,0.241,0.04145523688269769
baseline_shifted_seeds,400,0.03,0.4,0.55,4,1004,0.22875115272498528,0.05955691056342998,0.2305,0.47473123975571696,0,0.793,0.13,0.0995,0.012775017760095708
baseline_shifted_seeds,400,0.03,0.4,0.55,5,1005,0.16914063024229034,0.10845059876268776,0.2505,0.5354901959886849,0,0.7945,0.1225,0.292,0.013480296431313392
baseline_shifted_seeds,400,0.03,0.4,0.55,6,1006,0.2839639946164186,0.08083387966915331,0.6495,0.9755253712743713,0,0.575,0.2275,0.0995,0.09432110974968907
baseline_shifted_seeds,400,0.03,0.4,0.55,7,1007,0.2175262755841278,0.11859272919335459,0.423,0.8361046585206903,0,0.743,0.144,0.208,0.0309425614174126
baseline_shifted_seeds,400,0.03,0.4,0.55,8,1008,0.25965771683716954,0.08082783765726516,0.497,0.7956073152001557,0,0.644,0.1915,0.0995,0.05423973338969161
baseline_shifted_seeds,400,0.03,0.4,0.55,9,1009,0.2624390445886799,0.08899651190117386,0.5805,0.8896739571326117,0,0.62,0.228,0.0995,0.07708135198404557
baseline_shifted_seeds,400,0.03,0.4,0.575,0,1000,0.3892037149068685,0.08242806089062606,1.9895,1.6686490793453248,0,0.2345,0.402,0.0995,0.5134950511133671
baseline_shifted_seeds,400,0.03,0.4,0.575,1,1001,0.2870898296397024,0.10992259175058787,1.0645,1.3965456490927892,0,0.4615,0.254,0.0995,0.19101811808930247
baseline_shifted_seeds,400,0.03,0.4,0.575,2,1002,0.42768903522786333,0.07590019942201778,2.546,1.8854400016972166,1,0.2345,0.4355,0.0995,0.6285590333691143
baseline_shifted_seeds,400,0.03,0.4,0.575,3,1003,0.29210467170669996,0.13106989894307158,1.023,1.4844093101297904,0,0.5385,0.242,0.2935,0.16578328566828027
baseline_shifted_seeds,400,0.03,0.4,0.575,4,1004,0.2646232921233217,0.05732193061931658,0.4485,0.6598088738415087,0,0.6405,0.2035,0.0995,0.048270462781916844
baseline_shifted_seeds,400,0.03,0.4,0.575,5,1005,0.19536013198514887,0.1379254163682585,0.6685,1.3793504812048316,0,0.7325,0.1655,0.279,0.061065570360015656
baseline_shifted_seeds,400,0.03,0.4,0.575,6,1006,0.3380330357779411,0.10044701951760825,1.431,1.4602188192185444,0,0.3665,0.3395,0.0995,0.31405400808554346
baseline_shifted_seeds,400,0.03,0.4,0.575,7,1007,0.25367169266738143,0.08726824280755317,0.605,0.8774821935515272,0,0.6005,0.198,0.2055,0.06940971934267348
baseline_shifted_seeds,400,0.03,0.4,0.575,8,1008,0.27408333841271654,0.11338626641821573,0.7455,0.9806782092001434,0,0.536,0.227,0.0995,0.1032928748736674
baseline_shifted_seeds,400,0.03,0.4,0.575,9,1009,0.31982855755190587,0.10819825915126048,1.214,1.3405983738614635,0,0.415,0.301,0.1405,0.23605926544564584
baseline_shifted_seeds,400,0.03,0.4,0.6,0,1000,0.4318560130704382,0.07961718040637941,2.9505,2.103104788164394,1,0.1995,0.4305,0.0995,0.7247619840330051
baseline_shifted_seeds,400,0.03,0.4,0.6,1,1001,0.38932136719782306,0.10335697543179784,2.3905,2.1201438040849965,0,0.263,0.384,0.0995,0.6000176592690327
baseline_shifted_seeds,400,0.03,0.4,0.6,2,1002,0.4432946136449163,0.06321749687908082,3.446,1.8617421948272,4,0.216,0.44,0.0995,0.6422265889871969
baseline_shifted_seeds,400,0.03,0.4,0.6,3,1003,0.3752362590038823,0.09189887938842137,2.1445,1.8228054613699183,1,0.271,0.3835,0.0995,0.5096044583722054
baseline_shifted_seeds,400,0.03,0.4,0.6,4,1004,0.33481109157668215,0.12562609073109782,1.875,1.8437394067492292,0,0.352,0.3465,0.105,0.41397849767096107
baseline_shifted_seeds,400,0.03,0.4,0.6,5,1005,0.2744434704179208,0.11408649850541695,0.9385,1.2616329696072466,0,0.538,0.2525,0.159,0.14717579465240777
baseline_shifted_seeds,400,0.03,0.4,0.6,6,1006,0.40069704951174334,0.07892629780031693,2.57,1.7762601160866052,2,0.2085,0.477,0.0995,0.6706190150638852
baseline_shifted_seeds,400,0.03,0.4,0.6,7,1007,0.29318122164707333,0.11449331658581723,1.068,1.4749155908051146,0,0.501,0.257,0.163,0.1891476008476032
