outsider_fraction,local_boost,K,state,count,fraction
0.4,1.5,0.55,absorbed,2,0.1
0.4,1.5,0.55,dual_cluster,18,0.9
0.4,1.5,0.575,absorbed,3,0.15
0.4,1.5,0.575,dual_cluster,17,0.85
0.4,1.5,0.6,absorbed,4,0.2
0.4,1.5,0.6,dual_cluster,16,0.8
0.4,1.5,0.625,absorbed,2,0.1
0.4,1.5,0.625,dual_cluster,18,0.9
0.4,1.5,0.65,dual_cluster,20,1.0
0.4,1.5,0.675,dual_cluster,20,1.0
0.4,1.5,0.7,absorbed,1,0.05
0.4,1.5,0.7,dual_cluster,19,0.95
0.4,1.5,0.725,absorbed,1,0.05
0.4,1.5,0.725,dual_cluster,19,0.95
0.4,1.5,0.75,absorbed,2,0.1
0.4,1.5,0.75,dual_cluster,18,0.9
0.4,1.5,0.7749999999999999,dual_cluster,20,1.0
0.4,1.5,0.8,absorbed,1,0.05
0.4,1.5,0.8,dual_cluster,19,0.95
0.4,1.5,0.825,absorbed,1,0.05
0.4,1.5,0.825,dual_cluster,19,0.95
0.4,1.5,0.85,absorbed,1,0.05
0.4,1.5,0.85,dual_cluster,19,0.95
0.4,1.5,0.875,absorbed,4,0.2
0.4,1.5,0.875,dual_cluster,16,0.8
0.4,1.5,0.8999999999999999,absorbed,3,0.15
0.4,1.5,0.8999999999999999,dual_cluster,17,0.85
0.4,1.5,0.9249999999999999,absorbed,3,0.15
0.4,1.5,0.9249999999999999,dual_cluster,17,0.85
0.4,1.5,0.95,absorbed,2,0.1
0.4,1.5,0.95,dual_cluster,18,0.9
0.4,1.5,0.975,dual_cluster,20,1.0
0.4,1.5,1.0,dual_cluster,20,1.0
0.4,1.5,1.025,dual_cluster,20,1.0
0.4,1.5,1.0499999999999998,dual_cluster,20,1.0
0.4,1.5,1.075,dual_cluster,20,1.0
0.4,1.5,1.1,dual_cluster,20,1.0
0.4,1.5,1.125,dual_cluster,20,1.0
0.4,1.5,1.15,dual_cluster,20,1.0
0.4,1.5,1.1749999999999998,dual_cluster,20,1.0
0.4,1.5,1.2,dual_cluster,20,1.0
0.4,2.0,0.4,absorbed,2,0.1
0.4,2.0,0.4,takeover,18,0.9
0.4,2.0,0.42500000000000004,absorbed,1,0.05
0.4,2.0,0.42500000000000004,dual_cluster,3,0.15
0.4,2.0,0.42500000000000004,takeover,16,0.8
0.4,2.0,0.45,absorbed,1,0.05
0.4,2.0,0.45,dual_cluster,4,0.2
0.4,2.0,0.45,takeover,15,0.75
0.4,2.0,0.47500000000000003,absorbed,1,0.05
0.4,2.0,0.47500000000000003,dual_cluster,10,0.5
0.4,2.0,0.47500000000000003,takeover,9,0.45
0.4,2.0,0.5,absorbed,3,0.15
0.4,2.0,0.5,dual_cluster,14,0.7
0.4,2.0,0.5,takeover,3,0.15
0.4,2.0,0.525,absorbed,1,0.05
0.4,2.0,0.525,dual_cluster,17,0.85
0.4,2.0,0.525,takeover,2,0.1
0.4,2.0,0.55,absorbed,1,0.05
0.4,2.0,0.55,dual_cluster,19,0.95
0.4,2.0,0.575,absorbed,2,0.1
0.4,2.0,0.575,dual_cluster,18,0.9
0.4,2.0,0.6,absorbed,3,0.15
0.4,2.0,0.6,dual_cluster,17,0.85
0.4,2.0,0.625,absorbed,3,0.15
0.4,2.0,0.625,dual_cluster,17,0.85
0.4,2.0,0.65,dual_cluster,20,1.0
0.4,2.0,0.675,absorbed,1,0.05
0.4,2.0,0.675,dual_cluster,19,0.95
0.4,2.0,0.7,absorbed,1,0.05
0.4,2.0,0.7,dual_cluster,19,0.95
0.4,2.0,0.725,absorbed,3,0.15
0.4,2.0,0.725,dual_cluster,17,0.85
0.4,2.0,0.75,absorbed,2,0.1
0.4,2.0,0.75,dual_cluster,18,0.9
0.4,2.0,0.7749999999999999,dual_cluster,20,1.0
0.4,2.0,0.8,dual_cluster,20,1.0
0.4,2.0,0.825,dual_cluster,20,1.0
0.4,2.0,0.85,dual_cluster,20,1.0
0.4,2.0,0.875,absorbed,2,0.1
0.4,2.0,0.875,dual_cluster,18,0.9
0.4,2.0,0.8999999999999999,absorbed,1,0.05
0.4,2.0,0.8999999999999999,dual_cluster,19,0.95
0.4,2.0,0.9249999999999999,dual_cluster,20,1.0
0.4,2.0,0.95,dual_cluster,20,1.0
0.4,2.0,0.975,dual_cluster,20,1.0
0.4,2.0,1.0,dual_cluster,20,1.0
0.4,2.0,1.025,dual_cluster,20,1.0
0.4,2.0,1.0499999999999998,dual_cluster,20,1.0
0.4,2.0,1.075,dual_cluster,20,1.0
0.4,2.0,1.1,dual_cluster,20,1.0
0.4,2.0,1.125,dual_cluster,20,1.0
0.4,2.0,1.15,dual_cluster,20,1.0
0.4,2.0,1.1749999999999998,dual_cluster,20,1.0
0.4,2.0,1.2,dual_cluster,20,1.0
0.4,3.0,0.4,absorbed,3,0.15
0.4,3.0,0.4,takeover,17,0.85
0.4,3.0,0.42500000000000004,dual_cluster,1,0.05
0.4,3.0,0.42500000000000004,takeover,19,0.95
0.4,3.0,0.45,absorbed,3,0.15
0.4,3.0,0.45,dual_cluster,5,0.25
0.4,3.0,0.45,takeover,12,0.6
0.4,3.0,0.47500000000000003,dual_cluster,11,0.55
0.4,3.0,0.47500000000000003,takeover,9,0.45
0.4,3.0,0.5,absorbed,2,0.1
0.4,3.0,0.5,dual_cluster,15,0.75
0.4,3.0,0.5,takeover,3,0.15
0.4,3.0,0.525,absorbed,2,0.1
0.4,3.0,0.525,dual_cluster,15,0.75
0.4,3.0,0.525,takeover,3,0.15
0.4,3.0,0.55,absorbed,2,0.1
0.4,3.0,0.55,dual_cluster,18,0.9
0.4,3.0,0.575,absorbed,1,0.05
0.4,3.0,0.575,dual_cluster,19,0.95
0.4,3.0,0.6,absorbed,2,0.1
0.4,3.0,0.6,dual_cluster,18,0.9
0.4,3.0,0.625,absorbed,4,0.2
0.4,3.0,0.625,dual_cluster,16,0.8
0.4,3.0,0.65,absorbed,1,0.05
0.4,3.0,0.65,dual_cluster,19,0.95
0.4,3.0,0.675,absorbed,1,0.05
0.4,3.0,0.675,dual_cluster,19,0.95
0.4,3.0,0.7,dual_cluster,20,1.0
0.4,3.0,0.725,absorbed,3,0.15
0.4,3.0,0.725,dual_cluster,17,0.85
0.4,3.0,0.75,absorbed,2,0.1
0.4,3.0,0.75,dual_cluster,18,0.9
0.4,3.0,0.7749999999999999,absorbed,2,0.1
0.4,3.0,0.7749999999999999,dual_cluster,18,0.9
0.4,3.0,0.8,absorbed,1,0.05
0.4,3.0,0.8,dual_cluster,19,0.95
0.4,3.0,0.825,absorbed,2,0.1
0.4,3.0,0.825,dual_cluster,18,0.9
0.4,3.0,0.85,absorbed,1,0.05
0.4,3.0,0.85,dual_cluster,19,0.95
0.4,3.0,0.875,absorbed,2,0.1
0.4,3.0,0.875,dual_cluster,18,0.9
0.4,3.0,0.8999999999999999,dual_cluster,20,1.0
0.4,3.0,0.9249999999999999,absorbed,2,0.1
0.4,3.0,0.9249999999999999,dual_cluster,18,0.9
0.4,3.0,0.95,absorbed,4,0.2
0.4,3.0,0.95,dual_cluster,16,0.8
0.4,3.0,0.975,dual_cluster,20,1.0
0.4,3.0,1.0,dual_cluster,20,1.0
0.4,3.0,1.025,dual_cluster,20,1.0
0.4,3.0,1.0499999999999998,dual_cluster,20,1.0
0.4,3.0,1.075,dual_cluster,20,1.0
0.4,3.0,1.1,dual_cluster,20,1.0
0.4,3.0,1.125,dual_cluster,20,1.0
0.4,3.0,1.15,dual_cluster,20,1.0
0.4,3.0,1.1749999999999998,dual_cluster,20,1.0
0.4,3.0,1.2,dual_cluster,20,1.0
