system,N_points,N_bootstrap,delta_grid_min,delta_grid_max,N_delta,seed,original_delta_star_global,original_delta_star_local,bootstrap_global_mean,bootstrap_global_median,bootstrap_global_std,bootstrap_global_ci95_low,bootstrap_global_ci95_high,bootstrap_local_mean,bootstrap_local_median,bootstrap_local_std,bootstrap_local_ci95_low,bootstrap_local_ci95_high
Duffing,5667,500,0.02,3.0,600,123,2.0099833055091816,0.08467445742904842,1.7791551919866442,1.823422370617696,0.2681454419070354,1.3781636060100166,2.333355592654424,0.0842167612687813,0.08467445742904842,0.02092732964142067,0.05482470784641068,0.1194991652754591
