K,kick_strength,seed,R_pre_mean,R_post_mean,R_change,cluster_pre_mean,cluster_post_mean,cluster_change,cluster_pre_mode,cluster_post_mode,cluster_shift,kick_distance,recovery_similarity,memory_loss,core_overlap,new_core_fraction,irreversibility_score,regime
0.4,0.9,8,0.07086648489324654,0.11420908267320233,0.04334259777995579,0.024666666666666667,0.07,0.04533333333333334,0,0,0,0.3662902551220857,0.05980295641185925,0.9401970435881407,0.8166666666666667,0.18333333333333335,1.1456993596997966,irreversible
0.4,0.9,9,0.06403404952127821,0.11539871212351893,0.05136466260224072,0.04466666666666667,0.04533333333333334,0.0006666666666666696,0,0,0,0.3079858292773928,0.10420665046031297,0.895793349539687,0.8666666666666667,0.1333333333333333,1.0421345151902472,irreversible
0.4,0.9,10,0.10346628979126055,0.07537816852300797,0.02808812126825258,0.06733333333333333,0.04133333333333333,0.025999999999999995,0,0,0,0.32705085886181484,0.05366519644756547,0.9463348035524345,0.8833333333333333,0.1166666666666667,1.0765235005361644,irreversible
0.4,0.9,11,0.15646160191364836,0.1645782064227101,0.008116604509061737,0.07,0.10266666666666667,0.03266666666666666,0,0,0,0.3266558027137042,0.11327022568078027,0.8867297743192197,0.85,0.15000000000000002,1.0469255921131517,irreversible
0.4,0.9,12,0.08498253953638653,0.10408043915152668,0.01909789961514015,0.036,0.043333333333333335,0.0073333333333333375,0,0,0,0.33102499349652525,0.173550414417033,0.826449585582967,0.8,0.19999999999999996,1.0330573938200853,irreversible
0.4,0.9,13,0.10143632821765704,0.11735141406407054,0.015915085846413504,0.056,0.094,0.038,0,0,0,0.3119688734471462,0.2108449608530553,0.7891550391469447,0.8333333333333334,0.16666666666666663,0.9693004772752147,irreversible
0.4,0.9,14,0.08839690794768372,0.141812968633762,0.05341606068607828,0.04066666666666666,0.10933333333333334,0.06866666666666668,0,0,0,0.3055697279459353,0.08728880122826209,0.9127111987717379,0.6833333333333333,0.31666666666666665,1.2598985472765907,irreversible
0.4,0.9,15,0.08545806964414503,0.10537009896115311,0.019912029317008084,0.058,0.04133333333333333,0.01666666666666667,0,0,0,0.3447394411660015,0.14707690074116417,0.8529230992588358,0.8333333333333334,0.16666666666666663,1.028734439921421,irreversible
0.4,0.9,16,0.08460491641213293,0.09094160263395759,0.006336686221824664,0.048,0.037333333333333336,0.010666666666666665,0,0,0,0.32629971891682885,0.15096675284757363,0.8490332471524263,0.8833333333333333,0.1166666666666667,0.969950752041216,irreversible
0.4,0.9,17,0.12597026089492133,0.1590637108862932,0.03309344999137187,0.07266666666666667,0.07533333333333334,0.0026666666666666644,0,0,0,0.33921402636192144,0.20749374547460855,0.7925062545253915,0.8333333333333334,0.16666666666666663,0.9681129503565677,irreversible
0.4,0.9,18,0.0931473445238972,0.12469103139216624,0.03154368686826904,0.034666666666666665,0.04733333333333333,0.012666666666666666,0,0,0,0.3384514978699342,0.11610910818359099,0.883890891816409,0.8833333333333333,0.1166666666666667,1.0116101468668097,irreversible
0.4,0.9,19,0.11528260354457787,0.11189424197401157,0.003388361570566295,0.07066666666666667,0.07133333333333333,0.0006666666666666626,0,0,0,0.32655996458531633,0.16878645005975865,0.8312135499402413,0.8666666666666667,0.1333333333333333,0.9655606403328828,irreversible
0.4,1.0,0,0.09401153766645147,0.07028461148081186,0.02372692618563961,0.03666666666666667,0.037333333333333336,0.0006666666666666696,0,0,0,0.40760812482259345,0.08574362287552738,0.9142563771244726,0.9,0.09999999999999998,1.020354775337549,irreversible
0.4,1.0,1,0.14217452722414173,0.14184173553959326,0.0003327916845484724,0.10733333333333334,0.08333333333333333,0.024000000000000007,0,0,0,0.43165828661491445,0.16765131086953586,0.8323486891304641,0.7,0.30000000000000004,1.1384318870516013,irreversible
0.4,1.0,2,0.10195446625585115,0.07824729776914872,0.02370716848670243,0.05466666666666667,0.022,0.03266666666666667,0,0,0,0.4218700240676443,0.05650807879349617,0.9434919212065038,0.9,0.09999999999999998,1.0575853799948463,irreversible
0.4,1.0,3,0.09355334649588794,0.10183507554583676,0.008281729049948824,0.04066666666666666,0.06,0.019333333333333334,0,0,0,0.34728706259872266,0.07217192765999846,0.9278280723400015,0.8333333333333334,0.16666666666666663,1.1013985046024886,irreversible
0.4,1.0,4,0.08825558066894033,0.13358456705559452,0.04532898638665418,0.02266666666666667,0.06133333333333333,0.03866666666666666,0,0,0,0.3743076784720879,0.18345459989668403,0.816545400103316,0.7833333333333333,0.21666666666666667,1.054210980033313,irreversible
0.4,1.0,5,0.1258628326307061,0.1080052339334383,0.0178575986972678,0.07666666666666666,0.068,0.008666666666666656,0,0,0,0.388729854774285,0.17625000724775597,0.823749992752244,0.85,0.15000000000000002,0.9803810590932277,irreversible
0.4,1.0,6,0.08282277859058966,0.08143283472760696,0.0013899438629827038,0.05266666666666667,0.05,0.0026666666666666644,0,0,0,0.41809817499408897,0.09678604229457098,0.903213957705429,0.9333333333333333,0.06666666666666665,0.970894777004508,irreversible
0.4,1.0,7,0.2152299246299264,0.21032580078747265,0.004904123842453756,0.16666666666666666,0.13133333333333333,0.03533333333333333,0,0,0,0.4473999905927053,0.32597812952488225,0.6740218704751177,0.43333333333333335,0.5666666666666667,1.250747901435731,irreversible
0.4,1.0,8,0.07086648489324654,0.12176896626723034,0.0509024813739838,0.024666666666666667,0.10266666666666667,0.078,0,0,0,0.430399307068958,0.031061618011892587,0.9689383819881074,0.8333333333333334,0.16666666666666663,1.16783066899827,irreversible
0.4,1.0,9,0.06403404952127821,0.1168413801106162,0.052807330589337995,0.04466666666666667,0.062,0.017333333333333333,0,0,0,0.36443353351768903,0.115794261787585,0.884205738212415,0.8166666666666667,0.18333333333333335,1.0850742375264162,irreversible
0.4,1.0,10,0.10346628979126055,0.07413479370859463,0.029331496082665914,0.06733333333333333,0.06266666666666666,0.004666666666666666,0,0,0,0.38708525285072204,0.028129054173852072,0.971870945826148,0.8833333333333333,0.1166666666666667,1.097037153180148,irreversible
0.4,1.0,11,0.15646160191364836,0.17768555001302982,0.021223948099381468,0.07,0.108,0.03799999999999999,0,0,0,0.38692027793110395,0.14744472217141857,0.8525552778285814,0.85,0.15000000000000002,1.017361264853427,irreversible
0.4,1.0,12,0.08498253953638653,0.1026588160664017,0.017676276530015175,0.036,0.06,0.024,0,0,0,0.39105267428874413,0.17410087938676766,0.8258991206132323,0.8333333333333334,0.16666666666666663,1.0029848564124029,irreversible
0.4,1.0,13,0.10143632821765704,0.11165879532614148,0.010222467108484443,0.056,0.054,0.0020000000000000018,0,0,0,0.369214738265525,0.193460380435504,0.806539619564496,0.85,0.15000000000000002,0.9595952363416173,irreversible
0.4,1.0,14,0.08839690794768372,0.14362573214135352,0.0552288241936698,0.04066666666666666,0.10533333333333333,0.06466666666666668,0,0,0,0.3626454650169587,0.0742746237795676,0.9257253762204324,0.75,0.25,1.2056992489355165,irreversible
0.4,1.0,15,0.08545806964414503,0.11152198832775173,0.026063918683606704,0.058,0.064,0.005999999999999998,0,0,0,0.4049453089357601,0.14739730603769322,0.8526026939623068,0.85,0.15000000000000002,1.0106186736332086,irreversible
0.4,1.0,16,0.08460491641213293,0.09363890759665655,0.009033991184523624,0.048,0.074,0.025999999999999995,0,0,0,0.38425889830483717,0.1609302106000177,0.8390697893999823,0.8833333333333333,0.1166666666666667,0.9644949538627798,irreversible
0.4,1.0,17,0.12597026089492133,0.1616390411047014,0.035668780209780065,0.07266666666666667,0.07933333333333334,0.006666666666666668,0,0,0,0.39964411495250163,0.20248490788339896,0.797515092116601,0.8166666666666667,0.18333333333333335,0.9914322871690461,irreversible
0.4,1.0,18,0.0931473445238972,0.11910624337811622,0.025958898854219023,0.034666666666666665,0.048666666666666664,0.013999999999999999,0,0,0,0.39756588554744376,0.11217683629517107,0.8878231637048289,0.8833333333333333,0.1166666666666667,1.0144795550850503,irreversible
0.4,1.0,19,0.11528260354457787,0.10964664057769678,0.0056359629668810834,0.07066666666666667,0.04533333333333334,0.025333333333333333,0,0,0,0.3875722560635204,0.16381303828245522,0.8361869617175448,0.8833333333333333,0.1166666666666667,0.9605959524592651,irreversible
0.45,0.0,0,0.1075882913277093,0.08254953578262801,0.025038755545081295,0.046,0.04466666666666667,0.0013333333333333322,0,0,0,0.0,0.14019397477772882,0.8598060252222712,0.8166666666666667,0.18333333333333335,1.0497323807752081,irreversible
0.45,0.0,1,0.21439375377561964,0.1498611753854733,0.06453257839014634,0.24666666666666667,0.064,0.18266666666666667,0,0,0,0.0,0.3824532943310682,0.6175467056689318,0.5666666666666667,0.43333333333333335,1.1126798502664685,irreversible
0.45,0.0,2,0.11572303628824668,0.0985497883266793,0.017173247961567384,0.034666666666666665,0.05533333333333333,0.020666666666666667,0,0,0,0.0,0.19585244720884804,0.8041475527911519,0.85,0.15000000000000002,0.9636075314482104,irreversible
0.45,0.0,3,0.14112596171043246,0.1054581762029274,0.03566778550750506,0.11133333333333334,0.06533333333333333,0.04600000000000001,0,0,0,0.0,0.15332484570629862,0.8466751542937014,0.7666666666666667,0.23333333333333328,1.100425434003911,irreversible
0.45,0.0,4,0.23345303955675945,0.2531518391093594,0.019698799552599955,0.17333333333333334,0.26,0.08666666666666667,0,0,0,0.0,0.317482554376933,0.6825174456230669,0.4166666666666667,0.5833333333333333,1.292442145511217,irreversible
0.45,0.0,5,0.19181569773149673,0.1286629219371522,0.06315277579434453,0.20266666666666666,0.07266666666666667,0.13,0,0,0,0.0,0.20411716082520906,0.795882839174791,0.6833333333333333,0.31666666666666665,1.1608376997900438,irreversible
0.45,0.0,6,0.09632909870999433,0.0933286661355219,0.0030004325744724253,0.04533333333333334,0.025333333333333333,0.020000000000000004,0,0,0,0.0,0.06761443607443175,0.9323855639255683,0.7166666666666667,0.2833333333333333,1.2214690054025197,irreversible
0.45,0.0,7,0.29305807211636,0.28835987729404855,0.00469819482231143,0.37133333333333335,0.472,0.10066666666666663,0,0,0,0.0,0.41329812176432895,0.586701878235671,0.5166666666666667,0.4833333333333333,1.0963764269412488,irreversible
0.45,0.0,8,0.10426618912369136,0.15058070382762123,0.046314514703929874,0.03866666666666667,0.11666666666666667,0.078,0,0,0,0.0,0.12992189283358246,0.8700781071664175,0.7166666666666667,0.2833333333333333,1.1844900691757334,irreversible
0.45,0.0,9,0.09379457545789516,0.16703571717468868,0.07324114171679352,0.042666666666666665,0.09333333333333334,0.05066666666666667,0,0,0,0.0,0.1861664395627456,0.8138335604372544,0.4,0.6,1.4448105125331192,irreversible
0.45,0.0,10,0.1970976836065904,0.18816021253584989,0.008937471070740527,0.11533333333333333,0.19,0.07466666666666667,0,0,0,0.0,0.29362379237915076,0.7063762076208493,0.4666666666666667,0.5333333333333333,1.2606105753885344,irreversible
0.45,0.0,11,0.18172002299074358,0.20913356478151934,0.027413541790775764,0.14466666666666667,0.14733333333333334,0.0026666666666666783,0,0,0,0.0,0.21221984336596758,0.7877801566340324,0.8,0.19999999999999996,0.9953002087483931,irreversible
0.45,0.0,12,0.12055301923014701,0.10754112487430381,0.013011894355843198,0.07666666666666666,0.04933333333333333,0.027333333333333328,0,0,0,0.0,0.14710584942975793,0.8528941505702421,0.8666666666666667,0.1333333333333333,0.9963137908258696,irreversible
0.45,0.0,13,0.09458638799487479,0.08611121326047538,0.008475174734399404,0.05266666666666667,0.038,0.014666666666666668,0,0,0,0.0,0.2358597737481121,0.7641402262518879,0.9166666666666666,0.08333333333333337,0.8532590199354879,irreversible
0.45,0.0,14,0.1587364685409311,0.09305440519509242,0.06568206334583868,0.10333333333333333,0.07333333333333333,0.03,0,0,0,0.0,0.0940849670296774,0.9059150329703226,0.8666666666666667,0.1333333333333333,1.0631688821401157,irreversible
0.45,0.0,15,0.15082940603918582,0.16644564100402676,0.015616234964840936,0.13933333333333334,0.146,0.006666666666666654,0,0,0,0.0,0.3508379268230795,0.6491620731769205,0.7,0.30000000000000004,0.9547327985847975,irreversible
0.45,0.0,16,0.14835384374317404,0.13074385540569652,0.01760998833747751,0.08533333333333333,0.07266666666666667,0.01266666666666666,0,0,0,0.0,0.2511467165344907,0.7488532834655093,0.6333333333333333,0.3666666666666667,1.1230891138832122,irreversible
0.45,0.0,17,0.20288428167870928,0.2093940093209759,0.006509727642266622,0.11266666666666666,0.15933333333333333,0.04666666666666666,0,0,0,0.0,0.4024214007656808,0.5975785992343192,0.7,0.30000000000000004,0.9108726978115527,irreversible
0.45,0.0,18,0.13531330105029227,0.20369606995049327,0.06838276890020101,0.04533333333333334,0.148,0.10266666666666666,0,0,0,0.0,0.3195673102872987,0.6804326897127013,0.6666666666666666,0.33333333333333337,1.0565283819377518,irreversible
0.45,0.0,19,0.125228542981456,0.09292056884910616,0.03230797413234984,0.048,0.032,0.016,0,0,0,0.0,0.07433857240482951,0.9256614275951704,0.8333333333333334,0.16666666666666663,1.1044050877949247,irreversible
0.45,0.1,0,0.1075882913277093,0.08473698093412521,0.022851310393584096,0.046,0.032,0.013999999999999999,0,0,0,0.005082959184978253,0.15327113195091085,0.8467288680490892,0.8333333333333334,0.16666666666666663,1.0226083623141518,irreversible
0.45,0.1,1,0.21439375377561964,0.14151980217197346,0.07287395160364618,0.24666666666666667,0.10466666666666667,0.14200000000000002,0,0,0,0.005567735344719993,0.31828729110824794,0.6817127088917521,0.7,0.30000000000000004,1.0354311967926637,irreversible
0.45,0.1,2,0.11572303628824668,0.09324075896972363,0.02248227731852305,0.034666666666666665,0.07333333333333333,0.03866666666666667,0,0,0,0.005307263305182053,0.1756366578825524,0.8243633421174477,0.8666666666666667,0.1333333333333333,0.9729839114470784,irreversible
0.45,0.1,3,0.14112596171043246,0.11403549852786773,0.027090463182564722,0.11133333333333334,0.054,0.05733333333333334,0,0,0,0.004175440822384302,0.18487025576838484,0.8151297442316152,0.75,0.25,1.0862356933605897,irreversible
0.45,0.1,4,0.23345303955675945,0.2520374418410183,0.01858440228425884,0.17333333333333334,0.20866666666666667,0.03533333333333333,0,0,0,0.004554961461759155,0.32024409307302065,0.6797559069269794,0.4666666666666667,0.5333333333333333,1.2265686741647106,irreversible
0.45,0.1,5,0.19181569773149673,0.15485329563718098,0.036962402094315755,0.20266666666666666,0.09,0.11266666666666666,0,0,0,0.004855247808518315,0.31667772170591846,0.6833222782940815,0.6833333333333333,0.31666666666666665,1.0373962121509939,irreversible
0.45,0.1,6,0.09632909870999433,0.09246361674798004,0.0038654819620142916,0.04533333333333334,0.03666666666666667,0.00866666666666667,0,0,0,0.00540133673198373,0.06463614990990502,0.9353638500900949,0.7166666666666667,0.2833333333333333,1.2218302205805984,irreversible
0.45,0.1,7,0.29305807211636,0.2907956563687055,0.002262415747654456,0.37133333333333335,0.42533333333333334,0.05399999999999999,0,0,0,0.005785230342152614,0.449726771989034,0.550273228010966,0.5,0.5,1.0643388319478795,irreversible
0.45,0.1,8,0.10426618912369136,0.1561645303878214,0.05189834126413005,0.03866666666666667,0.08,0.04133333333333333,0,0,0,0.005601349941135814,0.1353030469125824,0.8646969530874176,0.7333333333333333,0.2666666666666667,1.1546715384034503,irreversible
0.45,0.1,9,0.09379457545789516,0.17443377851433137,0.08063920305643621,0.042666666666666665,0.108,0.06533333333333333,0,0,0,0.0045797356965694425,0.20084070903011134,0.7991592909698887,0.36666666666666664,0.6333333333333333,1.4689857584006643,irreversible
0.45,0.1,10,0.1970976836065904,0.17495416681607162,0.02214351679051879,0.11533333333333333,0.13733333333333334,0.022000000000000006,0,0,0,0.004845457257861452,0.28771716790430046,0.7122828320956995,0.4666666666666667,0.5333333333333333,1.2566520446266625,irreversible
0.45,0.1,11,0.18172002299074358,0.22217518941749737,0.040455166426753786,0.14466666666666667,0.20466666666666666,0.06,0,0,0,0.004834404950814775,0.23795524369675464,0.7620447563032453,0.7833333333333333,0.21666666666666667,1.0038252145766005,irreversible
0.45,0.1,12,0.12055301923014701,0.10584950024549995,0.014703518984647057,0.07666666666666666,0.051333333333333335,0.025333333333333326,0,0,0,0.004960474886224864,0.11649812997005012,0.8835018700299498,0.85,0.15000000000000002,1.043511083109445,irreversible
0.45,0.1,13,0.09458638799487479,0.09776205100664077,0.003175663011765986,0.05266666666666667,0.072,0.019333333333333327,0,0,0,0.004633053394615061,0.1961295347223644,0.8038704652776356,0.9166666666666666,0.08333333333333337,0.8928310476972439,irreversible
0.45,0.1,14,0.1587364685409311,0.10849727406851732,0.050239194472413776,0.10333333333333333,0.06,0.043333333333333335,0,0,0,0.004485647838096685,0.11941555946152263,0.8805844405384774,0.85,0.15000000000000002,1.053977572489914,irreversible
0.45,0.1,15,0.15082940603918582,0.17236299064557317,0.02153358460638735,0.13933333333333334,0.15666666666666668,0.01733333333333334,0,0,0,0.0053028351034647425,0.3560743798166236,0.6439256201833764,0.7166666666666667,0.2833333333333333,0.9369756830016399,irreversible
0.45,0.1,16,0.14835384374317404,0.1373337231009553,0.011020120642218745,0.08533333333333333,0.07933333333333334,0.0059999999999999915,0,0,0,0.0049821369432875295,0.26631146603741124,0.7336885339625887,0.6333333333333333,0.3666666666666667,1.1046102307898102,irreversible
0.45,0.1,17,0.20288428167870928,0.20635690475427926,0.003472623075569975,0.11266666666666666,0.15733333333333333,0.04466666666666666,0,0,0,0.0051455148148101815,0.428112456313252,0.571887543686748,0.7166666666666667,0.2833333333333333,0.8672556994556405,irreversible
0.45,0.1,18,0.13531330105029227,0.19968999376775995,0.06437669271746768,0.04533333333333334,0.112,0.06666666666666667,0,0,0,0.005223089436370398,0.2952832990115072,0.7047167009884928,0.6166666666666667,0.3833333333333333,1.1208108741678597,irreversible
0.45,0.1,19,0.125228542981456,0.09466962844844064,0.03055891453301536,0.048,0.06266666666666666,0.014666666666666661,0,0,0,0.0047804830987612235,0.09167547672108842,0.9083245232789116,0.8333333333333334,0.16666666666666663,1.0862975852454988,irreversible
0.45,0.2,0,0.1075882913277093,0.08732069451067066,0.020267596817038644,0.046,0.030666666666666665,0.015333333333333334,0,0,0,0.020193045814065447,0.1429026966800764,0.8570973033199236,0.8166666666666667,0.18333333333333335,1.04933086919085,irreversible
0.45,0.2,1,0.21439375377561964,0.13947461464293837,0.07491913913268128,0.24666666666666667,0.06066666666666667,0.186,0,0,0,0.02209382812342442,0.3133970049522213,0.6866029950477788,0.7,0.30000000000000004,1.051832779830949,irreversible
0.45,0.2,2,0.11572303628824668,0.09019289166621115,0.025530144622035525,0.034666666666666665,0.03933333333333333,0.004666666666666666,0,0,0,0.021078674462537306,0.14070240603595668,0.8592975939640433,0.8833333333333333,0.1166666666666667,0.9835134634528855,irreversible
0.45,0.2,3,0.14112596171043246,0.116637729003999,0.024488232706433452,0.11133333333333334,0.05533333333333333,0.05600000000000001,0,0,0,0.01660651766859711,0.20211624630422506,0.7978837536957749,0.7166666666666667,0.2833333333333333,1.1013391452057166,irreversible
0.45,0.2,4,0.23345303955675945,0.24520413876993083,0.011751099213171384,0.17333333333333334,0.19666666666666666,0.023333333333333317,0,0,0,0.01810989112517447,0.31337121023816317,0.6866287897618368,0.45,0.55,1.245399897898463,irreversible
0.45,0.2,5,0.19181569773149673,0.17035358934062036,0.021462108390876367,0.20266666666666666,0.16,0.04266666666666666,0,0,0,0.019288153457760138,0.3105192072817527,0.6894807927182474,0.7166666666666667,0.2833333333333333,0.9888463198159665,irreversible
0.45,0.2,6,0.09632909870999433,0.09960810286228286,0.003279004152288531,0.04533333333333334,0.04,0.005333333333333336,0,0,0,0.0214311705939928,0.0728380878003581,0.927161912199642,0.7166666666666667,0.2833333333333333,1.2126483299043807,irreversible
0.45,0.2,7,0.29305807211636,0.29582832758054955,0.002770255464189575,0.37133333333333335,0.44666666666666666,0.07533333333333331,0,0,0,0.02295582617563563,0.4231299830184258,0.5768700169815741,0.4666666666666667,0.5333333333333333,1.1297292475142882,irreversible
0.45,0.2,8,0.10426618912369136,0.15273156534972407,0.04846537622603271,0.03866666666666667,0.09466666666666666,0.055999999999999994,0,0,0,0.02222273995200541,0.14168198728600687,0.8583180127139931,0.7333333333333333,0.2666666666666667,1.151101023437168,irreversible
0.45,0.2,9,0.09379457545789516,0.17151453227346633,0.07771995681557117,0.042666666666666665,0.10466666666666667,0.062000000000000006,0,0,0,0.018187698023347854,0.20510884451452105,0.794891155485479,0.38333333333333336,0.6166666666666667,1.4464878113560384,irreversible
0.45,0.2,10,0.1970976836065904,0.16376964011191708,0.03332804349467333,0.11533333333333333,0.11333333333333333,0.0020000000000000018,0,0,0,0.019247186053557908,0.22325602600455277,0.7767439739954473,0.48333333333333334,0.5166666666666666,1.3022426515357821,irreversible
0.45,0.2,11,0.18172002299074358,0.22009540706422853,0.03837538407348495,0.14466666666666667,0.222,0.07733333333333334,0,0,0,0.019202771093093873,0.2600379435219654,0.7399620564780346,0.7833333333333333,0.21666666666666667,0.9855559024964058,irreversible
0.45,0.2,12,0.12055301923014701,0.0990557781414516,0.021497241088695412,0.07666666666666666,0.04466666666666667,0.031999999999999994,0,0,0,0.019693681911027383,0.07134469635754011,0.9286553036424599,0.8333333333333334,0.16666666666666663,1.1086962805813005,irreversible
0.45,0.2,13,0.09458638799487479,0.10124968525015614,0.00666329725528135,0.05266666666666667,0.06333333333333334,0.010666666666666672,0,0,0,0.018400621743477563,0.18390492092918354,0.8160950790708165,0.9666666666666667,0.033333333333333326,0.8537609033846368,irreversible
0.45,0.2,14,0.1587364685409311,0.1182586980532706,0.04047777048766049,0.10333333333333333,0.07666666666666666,0.026666666666666672,0,0,0,0.017822918794434872,0.08666432255215871,0.9133356774478413,0.85,0.15000000000000002,1.080121786736423,irreversible
0.45,0.2,15,0.15082940603918582,0.1703860664825534,0.01955666044336757,0.13933333333333334,0.168,0.028666666666666674,0,0,0,0.021030983863888464,0.34852765673335584,0.6514723432666442,0.7166666666666667,0.2833333333333333,0.9468615083774861,irreversible
0.45,0.2,16,0.14835384374317404,0.14255134047227674,0.005802503270897291,0.08533333333333333,0.06866666666666667,0.016666666666666663,0,0,0,0.019762566257660485,0.26208159790688923,0.7379184020931108,0.65,0.35,1.0935356945775017,irreversible
0.45,0.2,17,0.20288428167870928,0.19288415354668476,0.010000128132024527,0.11266666666666666,0.12866666666666668,0.016000000000000014,0,0,0,0.02041849490494585,0.43437644100377726,0.5656235589962227,0.7166666666666667,0.2833333333333333,0.8554569243625622,irreversible
0.45,0.2,18,0.13531330105029227,0.19242088445238395,0.05710758340209168,0.04533333333333334,0.13866666666666666,0.09333333333333332,0,0,0,0.020710169321628502,0.29536184876378124,0.7046381512362188,0.6333333333333333,0.3666666666666667,1.1089150470867417,irreversible
0.45,0.2,19,0.125228542981456,0.09319891327914098,0.032029629702315016,0.048,0.058666666666666666,0.010666666666666665,0,0,0,0.018997841239258295,0.10503065800962309,0.8949693419903769,0.8333333333333334,0.16666666666666663,1.0723100827492889,irreversible
0.45,0.3,0,0.1075882913277093,0.09176573453261841,0.015822556795090897,0.046,0.04133333333333333,0.004666666666666666,0,0,0,0.04491957961568338,0.14827185145409605,0.851728148545904,0.8,0.19999999999999996,1.0568504544113433,irreversible
0.45,0.3,1,0.21439375377561964,0.14627484912573746,0.06811890464988218,0.24666666666666667,0.048666666666666664,0.198,0,0,0,0.04905571508536821,0.31632389752104645,0.6836761024789535,0.6666666666666666,0.33333333333333337,1.0835391619747576,irreversible
0.45,0.3,2,0.11572303628824668,0.09820580875808534,0.01751722753016134,0.034666666666666665,0.035333333333333335,0.0006666666666666696,0,0,0,0.04686935264896541,0.09580420628309311,0.904195793716907,0.8666666666666667,0.1333333333333333,1.0420751005994473,irreversible
0.45,0.3,3,0.14112596171043246,0.11427793682319919,0.02684802488723327,0.11133333333333334,0.064,0.04733333333333334,0,0,0,0.037010886385621666,0.1691002158661924,0.8308997841338076,0.75,0.25,1.0994451236889493,irreversible
0.45,0.3,4,0.23345303955675945,0.24460524255391028,0.011152202997150834,0.17333333333333334,0.212,0.038666666666666655,0,0,0,0.04033879710526955,0.30984595854773533,0.6901540414522647,0.55,0.44999999999999996,1.152608758868219,irreversible
0.45,0.3,5,0.19181569773149673,0.1750818824984486,0.01673381523304812,0.20266666666666666,0.11266666666666666,0.09,0,0,0,0.04290546087307101,0.2859890730052137,0.7140109269947863,0.75,0.25,0.9906943808030483,irreversible
0.45,0.3,6,0.09632909870999433,0.11298457191742205,0.016655473207427718,0.04533333333333334,0.07333333333333333,0.027999999999999997,0,0,0,0.04757620097962545,0.09876735769769363,0.9012326423023064,0.7,0.30000000000000004,1.2123965106041634,irreversible
0.45,0.3,7,0.29305807211636,0.3001253936053979,0.0070673214890379366,0.37133333333333335,0.5,0.12866666666666665,0,0,0,0.0509654938033971,0.42846661551960147,0.5715333844803985,0.48333333333333334,0.5166666666666666,1.1221335481859913,irreversible
0.45,0.3,8,0.10426618912369136,0.1439711011441069,0.03970491202041555,0.03866666666666667,0.094,0.05533333333333333,0,0,0,0.04932491169818787,0.15458705096061517,0.8454129490393848,0.65,0.35,1.219172510377822,irreversible
0.45,0.3,9,0.09379457545789516,0.1747428421296279,0.08094826667173274,0.042666666666666665,0.12066666666666667,0.07800000000000001,0,0,0,0.04043632998506097,0.21752474716819295,0.7824752528318071,0.38333333333333336,0.6166666666666667,1.438878986166407,irreversible
0.45,0.3,10,0.1970976836065904,0.1702000788596956,0.026897604746894815,0.11533333333333333,0.08733333333333333,0.027999999999999997,0,0,0,0.04280687287122964,0.22486694979358465,0.7751330502064153,0.5333333333333333,0.4666666666666667,1.2555241180598058,irreversible
0.45,0.3,11,0.18172002299074358,0.226341341045723,0.04462131805497943,0.14466666666666667,0.226,0.08133333333333334,0,0,0,0.04270669406900163,0.2560780903439155,0.7439219096560845,0.7833333333333333,0.21666666666666667,0.9920772391698294,irreversible
0.45,0.3,12,0.12055301923014701,0.09482052535237513,0.025732493877771878,0.07666666666666666,0.05466666666666667,0.021999999999999992,0,0,0,0.043762203751507744,0.06370639133222197,0.936293608667778,0.8833333333333333,0.1166666666666667,1.0648933988038878,irreversible
0.45,0.3,13,0.09458638799487479,0.10628369978879591,0.011697311793921125,0.05266666666666667,0.046,0.006666666666666668,0,0,0,0.04091397074266456,0.18376489507958915,0.8162351049204108,0.9666666666666667,0.033333333333333326,0.8541594328688912,irreversible
0.45,0.3,14,0.1587364685409311,0.12555285219076062,0.033183616350170475,0.10333333333333333,0.059333333333333335,0.044,0,0,0,0.039658121293117965,0.03381128948616675,0.9661887105138333,0.8333333333333334,0.16666666666666663,1.1521512812680423,irreversible
0.45,0.3,15,0.15082940603918582,0.1676863635533937,0.016856957514207876,0.13933333333333334,0.18533333333333332,0.045999999999999985,0,0,0,0.04665332075894657,0.3655179334074701,0.6344820665925299,0.7333333333333333,0.2666666666666667,0.9168629726377485,irreversible
0.45,0.3,16,0.14835384374317404,0.14035540407663571,0.00799843966653832,0.08533333333333333,0.07333333333333333,0.011999999999999997,0,0,0,0.04385319866641246,0.2452516246537456,0.7547483753462544,0.6333333333333333,0.3666666666666667,1.1264146519295555,irreversible
0.45,0.3,17,0.20288428167870928,0.18975653700593156,0.01312774467277772,0.11266666666666666,0.112,0.0006666666666666626,0,0,0,0.045336698142943166,0.4284006638027849,0.5715993361972151,0.7166666666666667,0.2833333333333333,0.8583812723654095,irreversible
0.45,0.3,18,0.13531330105029227,0.19210684375892645,0.05679354270863418,0.04533333333333334,0.13,0.08466666666666667,0,0,0,0.04592561741286427,0.29580752613784345,0.7041924738621566,0.6166666666666667,0.3833333333333333,1.1228908595393152,irreversible
0.45,0.3,19,0.125228542981456,0.08993712171543111,0.035291421266024886,0.048,0.04066666666666666,0.0073333333333333375,0,0,0,0.04228468101897398,0.1272719313128945,0.8727280686871055,0.8333333333333334,0.16666666666666663,1.0500509240036118,irreversible
