peak_K_excess_global_irreversibility,peak_kick_strength_excess_global_irreversibility,peak_excess_global_state_irreversibility,raw_global_state_irreversibility_at_peak,baseline_global_state_irreversibility_at_peak_K,recovery_similarity_at_peak,R_change_at_peak,cluster_change_at_peak
0.6,0.7,0.05885614795632771,0.42405995813873565,0.36520381018240794,0.6775636790233339,0.0173139409908058,0.3718666666666667
