peak_K_irreversibility,peak_kick_strength_irreversibility,peak_irreversibility_score,recovery_similarity_at_peak,core_overlap_at_peak,irreversible_fraction_at_peak
0.5,0.8,1.2556111830599235,0.3057441961666674,0.46416666666666667,0.9
